formula,material_id,band_gap,efermi,energy_above_hull,database_IDs,comp_atoms,sorted_keys_comp_atoms,comp_number,new_formula
K2NiH8(CO5)2,mp-24573,4.3339,-0.13541191,0.0,icsd-75233,"{19: 2, 28: 1, 1: 8, 6: 2, 8: 10}","[1, 6, 8, 19, 28]",1862810192281,K2Ni1H8C2O10
NaCa2Al4H8C4ClO20,mp-698491,5.1711,0.85124299,0.0,icsd-100720,"{11: 1, 20: 2, 13: 4, 1: 8, 6: 4, 17: 1, 8: 20}","[1, 6, 8, 11, 13, 17, 20]",1864820111134171202,Na1Ca2Al4H8C4Cl1O20
AlPH9(CCl)3,mp-1196119,5.6312,3.41338115,0.0,icsd-192497,"{13: 1, 15: 1, 1: 9, 6: 3, 17: 3}","[1, 6, 13, 15, 17]",1963131151173,Al1P1H9C3Cl3
P2H9(CBr)3,mp-779221,2.3988,0.04348778,0.0,icsd-240230,"{15: 2, 1: 9, 6: 3, 35: 3}","[1, 6, 15, 35]",1963152353,P2H9C3Br3
AlSiH9C3Cl2O,mp-24308,5.6642,-2.46481438,0.0,icsd-170678,"{13: 1, 14: 1, 1: 9, 6: 3, 17: 2, 8: 1}","[1, 6, 8, 13, 14, 17]",196381131141172,Al1Si1H9C3Cl2O1
GaPH9C3Cl3O,mp-1198682,4.9838000000000005,-2.64894325,0.0,icsd-173260,"{31: 1, 15: 1, 1: 9, 6: 3, 17: 3, 8: 1}","[1, 6, 8, 15, 17, 31]",196381151173311,Ga1P1H9C3Cl3O1
H9C6N11,mp-1213393,3.6852,-0.31242165,0.0,pf-1486,"{1: 9, 6: 6, 7: 11}","[1, 6, 7]",1966711,H9C6N11
LiBC,mp-9244,0.8471000000000002,4.2961937,0.0,icsd-425059,"{3: 1, 5: 1, 6: 1}","[3, 5, 6]",315161,Li1B1C1
LiB6C,mp-569450,1.3921999999999999,4.52697635,0.0,icsd-415556,"{3: 1, 5: 6, 6: 1}","[3, 5, 6]",315661,Li1B6C1
LiC12,mp-1021323,0.0,5.10006627,0.0,icsd-193440,"{3: 1, 6: 12}","[3, 6]",31612,Li1C12
Sr2LiCBr3N2,mp-569782,3.9725,0.88947419,0.0,icsd-415051,"{38: 2, 3: 1, 6: 1, 35: 3, 7: 2}","[3, 6, 7, 35, 38]",316172353382,Sr2Li1C1Br3N2
LiEu2CBr3N2,mp-568863,0.7450999999999999,3.95957302,0.0,icsd-415050,"{3: 1, 63: 2, 6: 1, 35: 3, 7: 2}","[3, 6, 7, 35, 63]",316172353632,Li1Eu2C1Br3N2
LiEu2CI3N2,mp-1200887,1.0260999999999996,4.70466969,0.0,icsd-170261,"{3: 1, 63: 2, 6: 1, 53: 3, 7: 2}","[3, 6, 7, 53, 63]",316172533632,Li1Eu2C1I3N2
Na3LiY3P3CO15F2,mp-1205167,4.5183,1.47342407,0.0,icsd-189812,"{11: 3, 3: 1, 39: 3, 15: 3, 6: 1, 8: 15, 9: 2}","[3, 6, 8, 9, 11, 15, 39]",316181592113153393,Na3Li1Y3P3C1O15F2
NaLiCO3,mp-559533,4.4629,4.87605625,0.0,icsd-80459,"{11: 1, 3: 1, 6: 1, 8: 3}","[3, 6, 8, 11]",316183111,Na1Li1C1O3
KLiCO3,mp-562137,4.5495,-0.14298189,0.0,icsd-92571,"{19: 1, 3: 1, 6: 1, 8: 3}","[3, 6, 8, 19]",316183191,K1Li1C1O3
LiAl(CN2)2,mp-1204402,3.5404,2.71721115,0.0,icsd-428056,"{3: 1, 13: 1, 6: 2, 7: 4}","[3, 6, 7, 13]",316274131,Li1Al1C2N4
LiIn(CN2)2,mp-1200439,2.8984,2.42000804,0.0,icsd-193181,"{3: 1, 49: 1, 6: 2, 7: 4}","[3, 6, 7, 49]",316274491,Li1In1C2N4
LiLa(CN2)2,mp-1189974,3.2525,3.18731025,0.0,icsd-420440,"{3: 1, 57: 1, 6: 2, 7: 4}","[3, 6, 7, 57]",316274571,Li1La1C2N4
LiPr2C2N4F3,mp-561257,3.6075999999999997,2.08720579,0.0,icsd-419925,"{3: 1, 59: 2, 6: 2, 7: 4, 9: 3}","[3, 6, 7, 9, 59]",31627493592,Li1Pr2C2N4F3
