formula,material_id,band_gap,efermi,energy_above_hull,database_IDs,comp_atoms,sorted_keys_comp_atoms,comp_number,new_formula
Sm3MnAlS7,mp-867965,0.4783999999999997,4.75643103,0.0,icsd-608512,"{62: 3, 25: 1, 13: 1, 16: 7}","[13, 16, 25, 62]",131167251623,Sm3Mn1Al1S7
Ce3AlFeS7,mp-1192925,0.0,7.53297624,0.0,icsd-606457,"{58: 3, 13: 1, 26: 1, 16: 7}","[13, 16, 26, 58]",131167261583,Ce3Al1Fe1S7
AlCl3,mp-25469,5.263,0.05888689,0.0,icsd-39566,"{13: 1, 17: 3}","[13, 17]",131173,Al1Cl3
KAlCl4,mp-27755,5.286300000000001,-1.58750309,0.0,icsd-1704,"{19: 1, 13: 1, 17: 4}","[13, 17, 19]",131174191,K1Al1Cl4
AlCuCl4,mp-28020,2.5112000000000005,1.61529712,0.0,icsd-35050,"{13: 1, 29: 1, 17: 4}","[13, 17, 29]",131174291,Al1Cu1Cl4
AlAs3(SeCl)4,mp-567734,2.3258,-0.36898879,0.0,icsd-415504,"{13: 1, 33: 3, 34: 4, 17: 4}","[13, 17, 33, 34]",131174333344,Al1As3Se4Cl4
AlBiSeCl4,mp-637206,2.5424,0.1107556,0.0,icsd-414155,"{13: 1, 83: 1, 34: 1, 17: 4}","[13, 17, 34, 83]",131174341831,Al1Bi1Se1Cl4
Al(SeCl2)2,mp-574529,1.3809,-1.26069221,0.0,icsd-201221,"{13: 1, 34: 2, 17: 4}","[13, 17, 34]",131174342,Al1Se2Cl4
AlSb2(SeCl2)2,mp-1194909,1.122,1.66711261,0.0,icsd-428755,"{13: 1, 51: 2, 34: 2, 17: 4}","[13, 17, 34, 51]",131174342512,Al1Sb2Se2Cl4
Al(SeCl)4,mp-683984,1.1038000000000001,-0.41099119,0.0,icsd-26093,"{13: 1, 34: 4, 17: 4}","[13, 17, 34]",131174344,Al1Se4Cl4
AlSb2Te2BrCl4,mp-1204489,0.5731999999999999,3.06759583,0.0,icsd-174524,"{13: 1, 51: 2, 52: 2, 35: 1, 17: 4}","[13, 17, 35, 51, 52]",131174351512522,Al1Sb2Te2Br1Cl4
RbAlCl4,mp-1209422,5.2186,3.5772891,0.0,pf-19191,"{37: 1, 13: 1, 17: 4}","[13, 17, 37]",131174371,Rb1Al1Cl4
AlCdCl4,mp-1102961,2.761,-0.42540743,0.0,icsd-62038,"{13: 1, 48: 1, 17: 4}","[13, 17, 48]",131174481,Al1Cd1Cl4
AlInCl4,mp-638061,4.186100000000001,-0.1284553,0.0,icsd-170790,"{13: 1, 49: 1, 17: 4}","[13, 17, 49]",131174491,Al1In1Cl4
AlHg2SbCl4,mp-568001,0.8372,-0.00694577,0.0,icsd-409933,"{13: 1, 80: 2, 51: 1, 17: 4}","[13, 17, 51, 80]",131174511802,Al1Hg2Sb1Cl4
AlSb2(TeCl2)2,mp-567743,0.7508999999999997,2.42428752,0.0,icsd-414297,"{13: 1, 51: 2, 52: 2, 17: 4}","[13, 17, 51, 52]",131174512522,Al1Sb2Te2Cl4
AlBiTeCl4,mp-628665,2.1036,0.55077339,0.0,icsd-411714,"{13: 1, 83: 1, 52: 1, 17: 4}","[13, 17, 52, 83]",131174521831,Al1Bi1Te1Cl4
Al(TeCl2)2,mp-540628,1.3285,-0.16609279,0.0,icsd-10322,"{13: 1, 52: 2, 17: 4}","[13, 17, 52]",131174522,Al1Te2Cl4
CsAlCl4,mp-27260,5.3909,-1.53600458,0.0,icsd-8118,"{55: 1, 13: 1, 17: 4}","[13, 17, 55]",131174551,Cs1Al1Cl4
AlTlCl4,mp-567716,4.7337,-0.63989662,0.0,icsd-419828,"{13: 1, 81: 1, 17: 4}","[13, 17, 81]",131174811,Al1Tl1Cl4
Al(BiCl)4,mp-1198361,1.4598000000000002,2.0476112,0.0,icsd-426517,"{13: 1, 83: 4, 17: 4}","[13, 17, 83]",131174834,Al1Bi4Cl4
Al11Re4,mp-1214889,0.0,7.96047719,0.0,pf-23718,"{13: 11, 75: 4}","[13, 75]",1311754,Al11Re4
AlICl6,mp-27935,2.291,-0.95823993,0.0,icsd-26510,"{13: 1, 53: 1, 17: 6}","[13, 17, 53]",131176531,Al1I1Cl6
Al(ICl2)3,mp-672352,1.7106,-0.4056328,0.0,icsd-26403,"{13: 1, 53: 3, 17: 6}","[13, 17, 53]",131176533,Al1I3Cl6
AlBiCl6,mp-672273,3.7506000000000004,-1.07318618,0.0,icsd-414261,"{13: 1, 83: 1, 17: 6}","[13, 17, 83]",131176831,Al1Bi1Cl6
AlSeCl7,mp-1205403,2.5979,1.54014386,0.0,icsd-9064,"{13: 1, 34: 1, 17: 7}","[13, 17, 34]",131177341,Al1Se1Cl7
AlTeCl7,mp-573751,3.2352,-1.2292216,0.0,icsd-26043,"{13: 1, 52: 1, 17: 7}","[13, 17, 52]",131177521,Al1Te1Cl7
KAlSe2,mp-1211743,2.4189,1.10099387,0.0,pf-20257,"{19: 1, 13: 1, 34: 2}","[13, 19, 34]",131191342,K1Al1Se2
KAlBr4,mp-1211750,4.2143999999999995,2.65897593,0.0,pf-23617,"{19: 1, 13: 1, 35: 4}","[13, 19, 35]",131191354,K1Al1Br4
KAlSb4,mp-29373,0.24520000000000053,4.15936196,0.0,icsd-300157,"{19: 1, 13: 1, 51: 4}","[13, 19, 51]",131191514,K1Al1Sb4
KAlTe2,mp-18347,1.9596000000000005,2.17491167,0.0,icsd-411171,"{19: 1, 13: 1, 52: 2}","[13, 19, 52]",131191522,K1Al1Te2
K3AlAs2,mp-541682,0.4517,1.62573836,0.0,icsd-300121,"{19: 3, 13: 1, 33: 2}","[13, 19, 33]",131193332,K3Al1As2
K3AlSe3,mp-18217,2.4697,0.4700907,0.0,icsd-300172,"{19: 3, 13: 1, 34: 3}","[13, 19, 34]",131193343,K3Al1Se3
Cs6K3AlSb4,mp-17120,0.6537000000000002,2.36812972,0.0,icsd-300152,"{55: 6, 19: 3, 13: 1, 51: 4}","[13, 19, 51, 55]",131193514556,Cs6K3Al1Sb4
K3AlTe3,mp-18378,2.0332,1.28009321,0.0,icsd-300168,"{19: 3, 13: 1, 52: 3}","[13, 19, 52]",131193523,K3Al1Te3
Ca11AlSb9,mp-1214215,1.1765999999999996,5.54690766,0.0,pf-5447,"{20: 11, 13: 1, 51: 9}","[13, 20, 51]",1312011519,Ca11Al1Sb9
Ca14AlSb11,mp-567799,0.5897000000000006,4.92949548,0.0,icsd-33266,"{20: 14, 13: 1, 51: 11}","[13, 20, 51]",13120145111,Ca14Al1Sb11
CaAlPd,mp-571039,0.0,4.73116721,0.0,icsd-370036,"{20: 1, 13: 1, 46: 1}","[13, 20, 46]",131201461,Ca1Al1Pd1
CaAlPt,mp-1102631,0.0,5.44459777,0.0,icsd-261896,"{20: 1, 13: 1, 78: 1}","[13, 20, 78]",131201781,Ca1Al1Pt1
CaAlAu,mp-568424,0.0,4.99413808,0.0,icsd-370015,"{20: 1, 13: 1, 79: 1}","[13, 20, 79]",131201791,Ca1Al1Au1
Ca2AlPd2,mp-1078304,0.0,4.27474993,0.0,icsd-428673,"{20: 2, 13: 1, 46: 2}","[13, 20, 46]",131202462,Ca2Al1Pd2
Ca2AlPt2,mp-1078362,0.0,5.00351242,0.0,icsd-428674,"{20: 2, 13: 1, 78: 2}","[13, 20, 78]",131202782,Ca2Al1Pt2
Ca3AlAs3,mp-17186,0.7300999999999997,3.71144746,0.0,icsd-606012,"{20: 3, 13: 1, 33: 3}","[13, 20, 33]",131203333,Ca3Al1As3
Ca3AlSb3,mp-18300,0.25340000000000007,4.72748469,0.0,icsd-36363,"{20: 3, 13: 1, 51: 3}","[13, 20, 51]",131203513,Ca3Al1Sb3
ScAl,mp-331,0.0,5.83645083,0.0,icsd-609299,"{21: 1, 13: 1}","[13, 21]",131211,Sc1Al1
ScAlNi2,mp-10898,0.0,7.07468705,0.0,icsd-58050,"{21: 1, 13: 1, 28: 2}","[13, 21, 28]",131211282,Sc1Al1Ni2
ScAlCu2,mp-16497,0.0,6.37042392,0.0,icsd-57709,"{21: 1, 13: 1, 29: 2}","[13, 21, 29]",131211292,Sc1Al1Cu2
ScAlGe,mp-1077599,0.0,6.71006814,0.0,icsd-608009,"{21: 1, 13: 1, 32: 1}","[13, 21, 32]",131211321,Sc1Al1Ge1
ScAlPd2,mp-16524,0.0,6.22087306,0.0,icsd-58120,"{21: 1, 13: 1, 46: 2}","[13, 21, 46]",131211462,Sc1Al1Pd2
ScAlAg2,mp-31169,0.0,4.89151498,0.0,icsd-57333,"{21: 1, 13: 1, 47: 2}","[13, 21, 47]",131211472,Sc1Al1Ag2
ScAlAu,mp-1105210,0.0,5.99086194,0.0,icsd-430622,"{21: 1, 13: 1, 79: 1}","[13, 21, 79]",131211791,Sc1Al1Au1
ScAlAu2,mp-10873,0.0,6.15770959,0.0,icsd-57505,"{21: 1, 13: 1, 79: 2}","[13, 21, 79]",131211792,Sc1Al1Au2
Sc2Al,mp-11220,0.0,4.79259376,0.0,icsd-183217,"{21: 2, 13: 1}","[13, 21]",131212,Sc2Al1
TiAl,mp-1953,0.0,6.80837283,0.0,icsd-604461,"{22: 1, 13: 1}","[13, 22]",131221,Ti1Al1
TiAlFeCo,mp-998980,0.12460000000000004,7.22050147,0.0,icsd-191657,"{22: 1, 13: 1, 26: 1, 27: 1}","[13, 22, 26, 27]",131221261271,Ti1Al1Fe1Co1
TiAlFe2,mp-31187,0.0,6.9459049,0.0,icsd-57827,"{22: 1, 13: 1, 26: 2}","[13, 22, 26]",131221262,Ti1Al1Fe2
TiAlCo2,mp-5407,0.0,7.10381391,0.0,icsd-606682,"{22: 1, 13: 1, 27: 2}","[13, 22, 27]",131221272,Ti1Al1Co2
TiAlNi2,mp-7187,0.0,8.02161151,0.0,icsd-165902,"{22: 1, 13: 1, 28: 2}","[13, 22, 28]",131221282,Ti1Al1Ni2
TiAlCu2,mp-4771,0.0,7.92044547,0.0,icsd-656061,"{22: 1, 13: 1, 29: 2}","[13, 22, 29]",131221292,Ti1Al1Cu2
TiAlPt,mp-570713,0.0,7.92171433,0.0,icsd-163350,"{22: 1, 13: 1, 78: 1}","[13, 22, 78]",131221781,Ti1Al1Pt1
TiAlAu,mp-16481,0.0,7.07426997,0.0,icsd-57506,"{22: 1, 13: 1, 79: 1}","[13, 22, 79]",131221791,Ti1Al1Au1
Ti3Al,mp-1823,0.0,6.26997544,0.0,icsd-609523,"{22: 3, 13: 1}","[13, 22]",131223,Ti3Al1
MnAl12,mp-1104165,0.0,7.96684698,0.0,icsd-608472,"{25: 1, 13: 12}","[13, 25]",1312251,Mn1Al12
U3(Al3Fe)4,mp-1208103,0.0,8.84148268,0.0,pf-9384,"{92: 3, 13: 12, 26: 4}","[13, 26, 92]",1312264923,U3Al12Fe4
Mn2AlV,mp-10895,0.0,7.08921185,0.0,icsd-181805,"{25: 2, 13: 1, 23: 1}","[13, 23, 25]",131231252,Mn2Al1V1
AlVFe2,mp-5778,0.0,7.29883611,0.0,icsd-57832,"{13: 1, 23: 1, 26: 2}","[13, 23, 26]",131231262,Al1V1Fe2
AlVCo2,mp-4955,0.0,7.01778873,0.0,icsd-57643,"{13: 1, 23: 1, 27: 2}","[13, 23, 27]",131231272,Al1V1Co2
AlV3,mp-1387,0.0,6.47361175,0.0,icsd-609619,"{13: 1, 23: 3}","[13, 23]",131233,Al1V3
Y3(Al3Os)4,mp-1207814,0.0,6.95808675,0.0,pf-23200,"{39: 3, 13: 12, 76: 4}","[13, 39, 76]",1312393764,Y3Al12Os4
Al12Tc,mp-16719,0.0,8.20056414,0.0,icsd-609479,"{13: 12, 43: 1}","[13, 43]",1312431,Al12Tc1
Ce3(Al3Ru)4,mp-31079,0.0,8.00961396,0.0,icsd-99134,"{58: 3, 13: 12, 44: 4}","[13, 44, 58]",1312444583,Ce3Al12Ru4
Pr3(Al3Ru)4,mp-1209381,0.0,6.91889584,0.0,pf-3456,"{59: 3, 13: 12, 44: 4}","[13, 44, 59]",1312444593,Pr3Al12Ru4
Nd3(Al3Ru)4,mp-1209944,0.0,6.88578559,0.0,pf-13957,"{60: 3, 13: 12, 44: 4}","[13, 44, 60]",1312444603,Nd3Al12Ru4
Sm3(Al3Ru)4,mp-1208914,0.0,6.90869195,0.0,pf-33559,"{62: 3, 13: 12, 44: 4}","[13, 44, 62]",1312444623,Sm3Al12Ru4
Tb3(Al3Ru)4,mp-1195573,0.0,6.85324213,0.0,icsd-291336,"{65: 3, 13: 12, 44: 4}","[13, 44, 65]",1312444653,Tb3Al12Ru4
Dy3(Al3Ru)4,mp-1195540,0.0,6.92667964,0.0,icsd-252218,"{66: 3, 13: 12, 44: 4}","[13, 44, 66]",1312444663,Dy3Al12Ru4
Ho3(Al3Ru)4,mp-1212260,0.0,6.83819034,0.0,pf-33631,"{67: 3, 13: 12, 44: 4}","[13, 44, 67]",1312444673,Ho3Al12Ru4
Er3(Al3Ru)4,mp-1212925,0.0,6.88681151,0.0,pf-2217,"{68: 3, 13: 12, 44: 4}","[13, 44, 68]",1312444683,Er3Al12Ru4
Tm3(Al3Ru)4,mp-1208023,0.0,6.86749024,0.0,pf-12679,"{69: 3, 13: 12, 44: 4}","[13, 44, 69]",1312444693,Tm3Al12Ru4
MnAl,mp-771,0.0,7.62008316,0.0,icsd-608456,"{25: 1, 13: 1}","[13, 25]",131251,Mn1Al1
MnAlFe2,mp-31185,0.0,6.98928397,0.0,icsd-57806,"{25: 1, 13: 1, 26: 2}","[13, 25, 26]",131251262,Mn1Al1Fe2
MnAlCo2,mp-3623,0.0,6.61087155,0.0,icsd-606614,"{25: 1, 13: 1, 27: 2}","[13, 25, 27]",131251272,Mn1Al1Co2
MnAlNi2,mp-4922,0.0,7.57571564,0.0,icsd-57976,"{25: 1, 13: 1, 28: 2}","[13, 25, 28]",131251282,Mn1Al1Ni2
MnAlGe,mp-20757,0.0,7.30454664,0.0,icsd-607972,"{25: 1, 13: 1, 32: 1}","[13, 25, 32]",131251321,Mn1Al1Ge1
MnAlRh2,mp-10894,0.0,6.91259405,0.0,icsd-57986,"{25: 1, 13: 1, 45: 2}","[13, 25, 45]",131251452,Mn1Al1Rh2
MnAlAu2,mp-5491,0.0,6.50065343,0.0,icsd-606047,"{25: 1, 13: 1, 79: 2}","[13, 25, 79]",131251792,Mn1Al1Au2
Ce3(Al3Os)4,mp-1213926,0.0,8.05789209,0.0,pf-33708,"{58: 3, 13: 12, 76: 4}","[13, 58, 76]",1312583764,Ce3Al12Os4
Pr3(Al3Os)4,mp-1209374,0.0,6.94499108,0.0,pf-2297,"{59: 3, 13: 12, 76: 4}","[13, 59, 76]",1312593764,Pr3Al12Os4
Nd3(Al3Os)4,mp-1209972,0.0,6.86212516,0.0,pf-24419,"{60: 3, 13: 12, 76: 4}","[13, 60, 76]",1312603764,Nd3Al12Os4
AlFe,mp-2658,0.0,8.18143475,0.0,icsd-165165,"{13: 1, 26: 1}","[13, 26]",131261,Al1Fe1
AlFeCo2,mp-10884,0.0,6.60723177,0.0,icsd-57607,"{13: 1, 26: 1, 27: 2}","[13, 26, 27]",131261272,Al1Fe1Co2
Sm3(Al3Os)4,mp-1208935,0.0,6.85277579,0.0,pf-3991,"{62: 3, 13: 12, 76: 4}","[13, 62, 76]",1312623764,Sm3Al12Os4
Tb3(Al3Os)4,mp-1208548,0.0,6.9355315,0.0,pf-14508,"{65: 3, 13: 12, 76: 4}","[13, 65, 76]",1312653764,Tb3Al12Os4
Dy3(Al3Os)4,mp-1213200,0.0,6.9257532,0.0,pf-25025,"{66: 3, 13: 12, 76: 4}","[13, 66, 76]",1312663764,Dy3Al12Os4
Ho3(Al3Os)4,mp-1212256,0.0,6.89428912,0.0,pf-35523,"{67: 3, 13: 12, 76: 4}","[13, 67, 76]",1312673764,Ho3Al12Os4
Er3(Al3Os)4,mp-1212920,0.0,6.92661746,0.0,pf-4081,"{68: 3, 13: 12, 76: 4}","[13, 68, 76]",1312683764,Er3Al12Os4
Tm3(Al3Os)4,mp-1207816,0.0,6.91857794,0.0,pf-14590,"{69: 3, 13: 12, 76: 4}","[13, 69, 76]",1312693764,Tm3Al12Os4
AlCo,mp-284,0.0,8.41814647,0.0,icsd-606533,"{13: 1, 27: 1}","[13, 27]",131271,Al1Co1
CeAlCo,mp-571542,0.0,7.6247494,0.0,icsd-20632,"{58: 1, 13: 1, 27: 1}","[13, 27, 58]",131271581,Ce1Al1Co1
ThAlCo,mp-1206017,0.0,7.50895694,0.0,pf-589,"{90: 1, 13: 1, 27: 1}","[13, 27, 90]",131271901,Th1Al1Co1
ZrAlCo2,mp-3909,0.0,6.03449555,0.0,icsd-606738,"{40: 1, 13: 1, 27: 2}","[13, 27, 40]",131272401,Zr1Al1Co2
NbAlCo2,mp-5149,0.0,6.66127638,0.0,icsd-606622,"{41: 1, 13: 1, 27: 2}","[13, 27, 41]",131272411,Nb1Al1Co2
Gd2AlCo2,mp-637222,0.0,4.54648699,0.0,icsd-412543,"{64: 2, 13: 1, 27: 2}","[13, 27, 64]",131272642,Gd2Al1Co2
Tb2AlCo2,mp-13432,0.0,4.76581855,0.0,icsd-107403,"{65: 2, 13: 1, 27: 2}","[13, 27, 65]",131272652,Tb2Al1Co2
Dy2AlCo2,mp-13431,0.0,4.73077246,0.0,icsd-107402,"{66: 2, 13: 1, 27: 2}","[13, 27, 66]",131272662,Dy2Al1Co2
HfAlCo2,mp-5221,0.0,6.3576831,0.0,icsd-606590,"{72: 1, 13: 1, 27: 2}","[13, 27, 72]",131272721,Hf1Al1Co2
TaAlCo2,mp-3340,0.0,6.98593221,0.0,icsd-57634,"{73: 1, 13: 1, 27: 2}","[13, 27, 73]",131272731,Ta1Al1Co2
Al12Re,mp-1648,0.0,8.10268764,0.0,icsd-58150,"{13: 12, 75: 1}","[13, 75]",1312751,Al12Re1
AlNi,mp-1487,0.0,10.47765691,0.0,icsd-151386,"{13: 1, 28: 1}","[13, 28]",131281,Al1Ni1
YAlNi,mp-13095,0.0,5.76641317,0.0,icsd-608947,"{39: 1, 13: 1, 28: 1}","[13, 28, 39]",131281391,Y1Al1Ni1
ZrAlNi,mp-5723,0.0,6.56136917,0.0,icsd-106999,"{40: 1, 13: 1, 28: 1}","[13, 28, 40]",131281401,Zr1Al1Ni1
LaAlNi,mp-1211364,0.0,8.25769806,0.0,pf-21675,"{57: 1, 13: 1, 28: 1}","[13, 28, 57]",131281571,La1Al1Ni1
CeAlNi,mp-11351,0.0,8.21983911,0.0,icsd-606495,"{58: 1, 13: 1, 28: 1}","[13, 28, 58]",131281581,Ce1Al1Ni1
PrAlNi,mp-1079699,0.0,5.77126451,0.0,icsd-608831,"{59: 1, 13: 1, 28: 1}","[13, 28, 59]",131281591,Pr1Al1Ni1
NdAlNi,mp-1078757,0.0,5.67141922,0.0,icsd-608770,"{60: 1, 13: 1, 28: 1}","[13, 28, 60]",131281601,Nd1Al1Ni1
GdAlNi,mp-1101090,0.0,5.51335405,0.0,icsd-107418,"{64: 1, 13: 1, 28: 1}","[13, 28, 64]",131281641,Gd1Al1Ni1
TbAlNi,mp-11538,0.0,5.71288795,0.0,icsd-105534,"{65: 1, 13: 1, 28: 1}","[13, 28, 65]",131281651,Tb1Al1Ni1
DyAlNi,mp-3053,0.0,5.75855807,0.0,icsd-107417,"{66: 1, 13: 1, 28: 1}","[13, 28, 66]",131281661,Dy1Al1Ni1
HoAlNi,mp-2909,0.0,5.72146062,0.0,icsd-107223,"{67: 1, 13: 1, 28: 1}","[13, 28, 67]",131281671,Ho1Al1Ni1
ErAlNi,mp-1078826,0.0,5.69214552,0.0,icsd-607431,"{68: 1, 13: 1, 28: 1}","[13, 28, 68]",131281681,Er1Al1Ni1
TmAlNi,mp-1087523,0.0,5.70540468,0.0,icsd-608913,"{69: 1, 13: 1, 28: 1}","[13, 28, 69]",131281691,Tm1Al1Ni1
LuAlNi,mp-1079819,0.0,5.67247658,0.0,icsd-608393,"{71: 1, 13: 1, 28: 1}","[13, 28, 71]",131281711,Lu1Al1Ni1
HfAlNi,mp-1078767,0.0,7.04378365,0.0,icsd-608118,"{72: 1, 13: 1, 28: 1}","[13, 28, 72]",131281721,Hf1Al1Ni1
ThAlNi,mp-1078581,0.0,7.92370863,0.0,icsd-608053,"{90: 1, 13: 1, 28: 1}","[13, 28, 90]",131281901,Th1Al1Ni1
ZrAlNi2,mp-3944,0.0,6.97627983,0.0,icsd-608975,"{40: 1, 13: 1, 28: 2}","[13, 28, 40]",131282401,Zr1Al1Ni2
Nd2AlNi2,mp-1069330,0.0,5.33049857,0.0,icsd-608769,"{60: 2, 13: 1, 28: 2}","[13, 28, 60]",131282602,Nd2Al1Ni2
Sm2AlNi2,mp-1206462,0.0,5.39197102,0.0,pf-22892,"{62: 2, 13: 1, 28: 2}","[13, 28, 62]",131282622,Sm2Al1Ni2
Gd2AlNi2,mp-1071506,0.0,5.247006,0.0,icsd-607901,"{64: 2, 13: 1, 28: 2}","[13, 28, 64]",131282642,Gd2Al1Ni2
Tb2AlNi2,mp-1069297,0.0,5.39320588,0.0,icsd-608886,"{65: 2, 13: 1, 28: 2}","[13, 28, 65]",131282652,Tb2Al1Ni2
Er2AlNi2,mp-1068244,0.0,5.43449777,0.0,icsd-607424,"{68: 2, 13: 1, 28: 2}","[13, 28, 68]",131282682,Er2Al1Ni2
Tm2AlNi2,mp-1069611,0.0,5.33825723,0.0,icsd-608919,"{69: 2, 13: 1, 28: 2}","[13, 28, 69]",131282692,Tm2Al1Ni2
Lu2AlNi2,mp-1070507,0.0,5.31586317,0.0,icsd-608388,"{71: 2, 13: 1, 28: 2}","[13, 28, 71]",131282712,Lu2Al1Ni2
HfAlNi2,mp-5748,0.0,7.31555534,0.0,icsd-608123,"{72: 1, 13: 1, 28: 2}","[13, 28, 72]",131282721,Hf1Al1Ni2
AlNi3,mp-2593,0.0,8.50778329,0.0,icsd-608813,"{13: 1, 28: 3}","[13, 28]",131283,Al1Ni3
Dy3AlNi8,mp-1192283,0.0,6.51491936,0.0,icsd-607316,"{66: 3, 13: 1, 28: 8}","[13, 28, 66]",131288663,Dy3Al1Ni8
La2AlNi9,mp-568040,0.0,8.31483473,0.0,icsd-162098,"{57: 2, 13: 1, 28: 9}","[13, 28, 57]",131289572,La2Al1Ni9
AlCu,mp-2500,0.0,8.4026492,0.0,icsd-40332,"{13: 1, 29: 1}","[13, 29]",131291,Al1Cu1
AlCuSe2,mp-8016,0.8921999999999999,3.87614444,0.0,icsd-28734,"{13: 1, 29: 1, 34: 2}","[13, 29, 34]",131291342,Al1Cu1Se2
AlCuBr4,mp-1102536,2.1451000000000002,1.26599256,0.0,icsd-165608,"{13: 1, 29: 1, 35: 4}","[13, 29, 35]",131291354,Al1Cu1Br4
YAlCu,mp-1079361,0.0,5.55336901,0.0,icsd-607186,"{39: 1, 13: 1, 29: 1}","[13, 29, 39]",131291391,Y1Al1Cu1
AlCuTe2,mp-8017,1.0186000000000002,4.91045025,0.0,icsd-28735,"{13: 1, 29: 1, 52: 2}","[13, 29, 52]",131291522,Al1Cu1Te2
CeAlCu,mp-1079868,0.0,7.61091686,0.0,icsd-606422,"{58: 1, 13: 1, 29: 1}","[13, 29, 58]",131291581,Ce1Al1Cu1
PrAlCu,mp-1078692,0.0,5.40931581,0.0,icsd-607054,"{59: 1, 13: 1, 29: 1}","[13, 29, 59]",131291591,Pr1Al1Cu1
NdAlCu,mp-1080560,0.0,5.30621965,0.0,icsd-607037,"{60: 1, 13: 1, 29: 1}","[13, 29, 60]",131291601,Nd1Al1Cu1
SmAlCu,mp-979972,0.0,5.25108167,0.0,icsd-607110,"{62: 1, 13: 1, 29: 1}","[13, 29, 62]",131291621,Sm1Al1Cu1
GdAlCu,mp-1080612,0.0,5.2354114,0.0,icsd-602087,"{64: 1, 13: 1, 29: 1}","[13, 29, 64]",131291641,Gd1Al1Cu1
TbAlCu,mp-1079357,0.0,5.55229992,0.0,icsd-607130,"{65: 1, 13: 1, 29: 1}","[13, 29, 65]",131291651,Tb1Al1Cu1
DyAlCu,mp-1078857,0.0,5.43574953,0.0,icsd-606896,"{66: 1, 13: 1, 29: 1}","[13, 29, 66]",131291661,Dy1Al1Cu1
HoAlCu,mp-1078489,0.0,5.54276906,0.0,icsd-606962,"{67: 1, 13: 1, 29: 1}","[13, 29, 67]",131291671,Ho1Al1Cu1
ErAlCu,mp-1078592,0.0,5.52448544,0.0,icsd-606923,"{68: 1, 13: 1, 29: 1}","[13, 29, 68]",131291681,Er1Al1Cu1
TmAlCu,mp-865402,0.0,5.59745197,0.0,icsd-607167,"{69: 1, 13: 1, 29: 1}","[13, 29, 69]",131291691,Tm1Al1Cu1
AlCuPt2,mp-12550,0.0,7.77803959,0.0,icsd-107788,"{13: 1, 29: 1, 78: 2}","[13, 29, 78]",131291782,Al1Cu1Pt2
HfAlCu2,mp-10887,0.0,7.52937969,0.0,icsd-57682,"{72: 1, 13: 1, 29: 2}","[13, 29, 72]",131292721,Hf1Al1Cu2
AlCu3,mp-12802,0.0,7.83954483,0.0,icsd-151216,"{13: 1, 29: 3}","[13, 29]",131293,Al1Cu3
YAlZn,mp-1071862,0.0,4.15507602,0.0,icsd-609667,"{39: 1, 13: 1, 30: 1}","[13, 30, 39]",131301391,Y1Al1Zn1
DyAlZn,mp-1018674,0.0,4.06466341,0.0,icsd-607343,"{66: 1, 13: 1, 30: 1}","[13, 30, 66]",131301661,Dy1Al1Zn1
ErAlZn,mp-1072798,0.0,4.17445821,0.0,icsd-607444,"{68: 1, 13: 1, 30: 1}","[13, 30, 68]",131301681,Er1Al1Zn1
AlH3,mp-23933,2.1976999999999998,1.01155368,0.0,icsd-608031,"{13: 1, 1: 3}","[1, 13]",13131,Al1H3
SrAlGe,mp-13311,0.0,4.20906862,0.0,icsd-166379,"{38: 1, 13: 1, 32: 1}","[13, 32, 38]",131321381,Sr1Al1Ge1
YAlGe,mp-29736,0.0,5.99017774,0.0,icsd-76295,"{39: 1, 13: 1, 32: 1}","[13, 32, 39]",131321391,Y1Al1Ge1
BaAlGe,mp-13272,0.0,3.76655244,0.0,icsd-417662,"{56: 1, 13: 1, 32: 1}","[13, 32, 56]",131321561,Ba1Al1Ge1
LaAlGe,mp-11511,0.0,7.67717544,0.0,icsd-105149,"{57: 1, 13: 1, 32: 1}","[13, 32, 57]",131321571,La1Al1Ge1
CeAlGe,mp-1206928,0.0,6.57063603,0.0,pf-19390,"{58: 1, 13: 1, 32: 1}","[13, 32, 58]",131321581,Ce1Al1Ge1
PrAlGe,mp-10450,0.0,5.80549886,0.0,icsd-90160,"{59: 1, 13: 1, 32: 1}","[13, 32, 59]",131321591,Pr1Al1Ge1
NdAlGe,mp-1206852,0.21060000000000034,5.12215448,0.0,pf-2786,"{60: 1, 13: 1, 32: 1}","[13, 32, 60]",131321601,Nd1Al1Ge1
SmAlGe,mp-3077,0.0,5.76362689,0.0,icsd-151718,"{62: 1, 13: 1, 32: 1}","[13, 32, 62]",131321621,Sm1Al1Ge1
EuAlGe,mp-1206175,0.0,4.33903191,0.0,pf-23812,"{63: 1, 13: 1, 32: 1}","[13, 32, 63]",131321631,Eu1Al1Ge1
GdAlGe,mp-1077056,0.0,5.77226502,0.0,icsd-607864,"{64: 1, 13: 1, 32: 1}","[13, 32, 64]",131321641,Gd1Al1Ge1
TbAlGe,mp-1206233,0.0,5.89645919,0.0,pf-16047,"{65: 1, 13: 1, 32: 1}","[13, 32, 65]",131321651,Tb1Al1Ge1
DyAlGe,mp-1076977,0.0,5.92476744,0.0,icsd-607304,"{66: 1, 13: 1, 32: 1}","[13, 32, 66]",131321661,Dy1Al1Ge1
