formula,material_id,band_gap,efermi,energy_above_hull,database_IDs,comp_atoms,sorted_keys_comp_atoms,comp_number,new_formula
KVBP2HO9,mp-24827,1.7431,3.79036325,0.0,icsd-409957,"{19: 1, 23: 1, 5: 1, 15: 2, 1: 1, 8: 9}","[1, 5, 8, 15, 19, 23]",115189152191231,K1V1B1P2H1O9
KFeBP2HO9,mp-1204854,2.8184,0.37874258,0.0,icsd-422900,"{19: 1, 26: 1, 5: 1, 15: 2, 1: 1, 8: 9}","[1, 5, 8, 15, 19, 26]",115189152191261,K1Fe1B1P2H1O9
KInBP2HO9,mp-1193408,4.1152,1.13343572,0.0,icsd-409583,"{19: 1, 49: 1, 5: 1, 15: 2, 1: 1, 8: 9}","[1, 5, 8, 15, 19, 49]",115189152191491,K1In1B1P2H1O9
KHCO3,mp-634431,4.9811,-0.73550765,0.0,icsd-157168,"{19: 1, 1: 1, 6: 1, 8: 3}","[1, 6, 8, 19]",116183191,K1H1C1O3
K5H(CN2)2,mp-777297,3.8504,0.14893068,0.0,icsd-409559,"{19: 5, 1: 1, 6: 2, 7: 4}","[1, 6, 7, 19]",116274195,K5H1C2N4
K4Ba2B14H16O33,mp-1199499,4.9133,-0.09115181,0.0,icsd-426108,"{19: 4, 56: 2, 5: 14, 1: 16, 8: 33}","[1, 5, 8, 19, 56]",116514833194562,K4Ba2B14H16O33
KAl(BH4)4,mp-1195284,6.646599999999999,2.68062932,0.0,icsd-195116,"{19: 1, 13: 1, 5: 4, 1: 16}","[1, 5, 13, 19]",11654131191,K1Al1B4H16
KGd(BH4)4,mp-1194808,2.4168,-0.91849426,0.0,icsd-252618,"{19: 1, 64: 1, 5: 4, 1: 16}","[1, 5, 19, 64]",11654191641,K1Gd1B4H16
KSrAs(H4O3)4,mp-703559,4.3016,-1.54701569,0.0,icsd-87465,"{19: 1, 38: 1, 33: 1, 1: 16, 8: 12}","[1, 8, 19, 33, 38]",116812191331381,K1Sr1As1H16O12
KPHNO2,mp-23942,5.2353000000000005,0.1074085,0.0,icsd-50481,"{19: 1, 15: 1, 1: 1, 7: 1, 8: 2}","[1, 7, 8, 15, 19]",117182151191,K1P1H1N1O2
KMnP3HO10,mp-510562,0.7785000000000001,0.41508668,0.0,icsd-155716,"{19: 1, 25: 1, 15: 3, 1: 1, 8: 10}","[1, 8, 15, 19, 25]",11810153191251,K1Mn1P3H1O10
KSmP3HO10,mp-542266,5.4649,0.44571958,0.0,icsd-96665,"{19: 1, 62: 1, 15: 3, 1: 1, 8: 10}","[1, 8, 15, 19, 62]",11810153191621,K1Sm1P3H1O10
K2InSi4HO11,mp-775466,3.7414000000000005,1.07492053,0.0,icsd-281432,"{19: 2, 49: 1, 14: 4, 1: 1, 8: 11}","[1, 8, 14, 19, 49]",11811144192491,K2In1Si4H1O11
K3HS3O11,mp-1200107,5.1696,4.48474778,0.0,icsd-249740,"{19: 3, 1: 1, 16: 3, 8: 11}","[1, 8, 16, 19]",11811163193,K3H1S3O11
