2theta,Intensity
26.78,18
26.8,14.6667
26.82,12
26.84,6.66667
26.86,13.3333
26.88,10.6667
26.9,14.6667
26.92,10
26.94,16
26.96,13.3333
26.98,19.3333
27,14.6667
27.02,13.3333
27.04,15.3333
27.06,12
27.08,16
27.1,13.3333
27.12,17.3333
27.14,23.3333
27.16,19.3333
27.18,26.6667
27.2,21.3333
27.22,30
27.24,39.3333
27.26,47.3333
27.28,68.6667
27.3,55.3333
27.32,70
27.34,74
27.36,71.3333
27.38,58
27.4,50.6667
27.42,53.3333
27.44,34.6667
27.46,24.6667
27.48,24
27.5,20.6667
27.52,21.3333
27.54,16.6667
27.56,17.3333
27.58,8
27.6,13.3333
27.62,11.3333
27.64,12.6667
27.66,12.6667
27.68,8.66667
27.7,14
27.72,9.33333
27.74,8.66667
27.76,14.6667
27.78,8
27.8,9.33333
27.82,12.6667
27.84,11.3333
27.86,14
27.88,4.66667
27.9,10
27.92,9.33333
27.94,9.33333
27.96,8.66667
27.98,12.6667
28,10
28.02,12
28.04,6.66667
28.06,9.33333
28.08,12
28.1,6.66667
28.12,10.6667
28.14,10
28.16,14
28.18,12.6667
28.2,7.33333
28.22,13.3333
28.24,11.3333
28.26,10.6667
28.28,9.33333
28.3,3.33333
28.32,11.3333
28.34,10.6667
28.36,11.3333
28.38,10.6667
28.4,9.33333
28.42,9.33333
28.44,10.6667
28.46,13.3333
28.48,8.66667
28.5,10.6667
28.52,12
28.54,10
28.56,14
28.58,8.66667
28.6,14.6667
28.62,14
28.64,14
28.66,13.3333
28.68,15.3333
28.7,20
28.72,24
28.74,19.3333
28.76,22.6667
28.78,20.6667
28.8,20
28.82,13.3333
28.84,16
28.86,15.3333
28.88,10
28.9,14.6667
28.92,12
28.94,9.33333
28.96,12.6667
28.98,13.3333
29,15.3333
29.02,14
29.04,10
29.06,14.6667
29.08,14.6667
29.1,14.6667
29.12,18.6667
29.14,18
29.16,24
29.18,34
29.2,38
29.22,48.6667
29.24,56
29.26,85.3333
29.28,78
29.3,84.6667
29.32,113.333
29.34,90
29.36,99.3333
29.38,75.3333
29.4,53.3333
29.42,58.6667
29.44,47.3333
29.46,34.6667
29.48,24
29.5,17.3333
29.52,16.6667
29.54,14
29.56,12
29.58,16
29.6,12
29.62,14.6667
29.64,13.3333
29.66,10.6667
29.68,10.6667
29.7,10
29.72,8
29.74,14
29.76,14
29.78,12
29.8,10.6667
29.82,9.33333
29.84,8.66667
29.86,6.66667
29.88,6.66667
29.9,9.33333
29.92,8.66667
29.94,10
29.96,6
29.98,11.3333
30,9.33333
30.02,9.33333
30.04,8
30.06,9.33333
30.08,10.6667
30.1,6.66667
30.12,7.33333
30.14,7.33333
30.16,8.66667
30.18,8.66667
30.2,14
30.22,10
30.24,10
30.26,10.6667
30.28,8.66667
30.3,9.33333
30.32,10
30.34,6.66667
30.36,12
30.38,11.3333
30.4,10.6667
30.42,10
30.44,6.66667
30.46,8.66667
30.48,5.33333
30.5,7.33333
30.52,10
30.54,7.33333
30.56,8.66667
30.58,8
30.6,8.66667
30.62,8
30.64,9.33333
30.66,10
30.68,9.33333
30.7,8.66667
30.72,9.33333
30.74,10
30.76,9.33333
30.78,6
30.8,8
30.82,7.33333
30.84,5.33333
30.86,7.33333
30.88,8
30.9,8
30.92,6.66667
30.94,11.3333
30.96,12.6667
30.98,6.66667
31,10
31.02,10.6667
31.04,11.3333
31.06,10
31.08,8
31.1,9.33333
31.12,10
31.14,9.33333
31.16,4.66667
31.18,10
31.2,10
31.22,8
31.24,6.66667
31.26,10.6667
31.28,11.3333
31.3,13.3333
31.32,14.6667
31.34,16.6667
31.36,18
31.38,14
31.4,16.6667
31.42,17.3333
31.44,20
31.46,30.6667
31.48,38
31.5,33.3333
31.52,40
31.54,49.3333
31.56,57.3333
31.58,52
31.6,62
31.62,66
31.64,64.6667
31.66,54
31.68,50
31.7,44
31.72,40
31.74,44.6667
31.76,52
31.78,55.3333
31.8,74
31.82,86.6667
31.84,122
31.86,161.333
31.88,211.333
31.9,278
31.92,327.333
31.94,390.667
31.96,425.333
31.98,437.333
32,408
32.02,372
32.04,306
32.06,256
32.08,208
32.1,151.333
32.12,118
32.14,80.6667
32.16,50.6667
32.18,38.6667
32.2,31.3333
32.22,26.6667
32.24,24.6667
32.26,21.3333
32.28,28
32.3,23.3333
32.32,18.6667
32.34,13.3333
32.36,15.3333
32.38,16
32.4,15.3333
32.42,14.6667
32.44,14.6667
32.46,13.3333
32.48,10.6667
32.5,10.6667
32.52,12.6667
32.54,10.6667
32.56,11.3333
32.58,14.6667
32.6,12.6667
32.62,11.3333
32.64,12.6667
32.66,10.6667
32.68,10
32.7,9.33333
32.72,8
32.74,6.66667
32.76,7.33333
32.78,12
32.8,15.3333
32.82,9.33333
32.84,7.33333
32.86,12.6667
32.88,16
32.9,12.6667
32.92,12
32.94,11.3333
32.96,11.3333
32.98,12.6667
33,8
33.02,8.66667
33.04,9.33333
33.06,9.33333
33.08,10
33.1,11.3333
33.12,10.6667
33.14,13.3333
33.16,11.3333
33.18,8
33.2,8.66667
33.22,8.66667
33.24,9.33333
33.26,11.3333
33.28,15.3333
33.3,17.3333
33.32,21.3333
33.34,22
33.36,22
33.38,20.6667
33.4,26.6667
33.42,40
33.44,49.3333
33.46,62.6667
33.48,64.6667
33.5,59.3333
33.52,56
33.54,56
33.56,50.6667
33.58,48
33.6,39.3333
33.62,28.6667
33.64,26.6667
33.66,28.6667
33.68,25.3333
33.7,18
33.72,16
33.74,15.3333
33.76,15.3333
33.78,18.6667
33.8,27.3333
33.82,30.6667
33.84,35.3333
33.86,41.3333
33.88,53.3333
33.9,70.6667
33.92,92
33.94,112
33.96,132
33.98,160
34,183.333
34.02,189.333
34.04,180.667
34.06,162
34.08,144.667
34.1,122
34.12,100
34.14,85.3333
34.16,74.6667
34.18,70
34.2,62.6667
34.22,57.3333
34.24,52.6667
34.26,50.6667
34.28,56.6667
34.3,57.3333
34.32,52
34.34,55.3333
34.36,52
34.38,57.3333
34.4,82.6667
34.42,98
34.44,116
34.46,148
34.48,196.667
34.5,279.333
34.52,366
34.54,458
34.56,541.333
34.58,554.667
34.6,540.667
34.62,538
34.64,520.667
34.66,450
34.68,366
34.7,306.667
34.72,235.333
34.74,167.333
34.76,120
34.78,83.3333
34.8,59.3333
34.82,48.6667
34.84,52.6667
34.86,50.6667
34.88,38
34.9,39.3333
34.92,38.6667
34.94,32.6667
34.96,38
34.98,40.6667
35,39.3333
35.02,44.6667
35.04,52
35.06,63.3333
35.08,78.6667
35.1,104
35.12,141.333
35.14,186.667
35.16,243.333
35.18,306
35.2,356
35.22,393.333
35.24,408
35.26,394.667
35.28,383.333
35.3,331.333
35.32,286
35.34,245.333
35.36,191.333
35.38,156.667
35.4,111.333
35.42,66.6667
35.44,52.6667
35.46,44.6667
35.48,36.6667
35.5,30
35.52,25.3333
35.54,27.3333
35.56,23.3333
35.58,23.3333
35.6,22
35.62,18
35.64,18
35.66,20
35.68,20.6667
35.7,20
35.72,16
35.74,16
35.76,16.6667
35.78,21.3333
35.8,25.3333
35.82,22.6667
35.84,23.3333
35.86,25.3333
35.88,24.6667
35.9,23.3333
35.92,22.6667
35.94,20.6667
35.96,15.3333
35.98,15.3333
36,20.6667
36.02,19.3333
36.04,16
36.06,16
36.08,15.3333
36.1,18
36.12,22.6667
36.14,24
36.16,30
36.18,36.6667
36.2,51.3333
36.22,66.6667
36.24,72.6667
36.26,83.3333
36.28,85.3333
36.3,76
36.32,78.6667
36.34,60.6667
36.36,52
36.38,48.6667
36.4,34
36.42,32
36.44,22
36.46,16
36.48,12.6667
36.5,14
36.52,13.3333
36.54,16
36.56,15.3333
36.58,12.6667
36.6,15.3333
36.62,19.3333
36.64,18.6667
36.66,14.6667
36.68,13.3333
36.7,14.6667
36.72,12.6667
36.74,12
36.76,10.6667
36.78,8
36.8,7.33333
36.82,9.33333
36.84,7.33333
36.86,7.33333
36.88,10
36.9,6.66667
36.92,5.33333
36.94,7.33333
36.96,8
36.98,4.66667
37,6.66667
37.02,6
37.04,7.33333
37.06,8.66667
37.08,8
37.1,6
37.12,8
37.14,8.66667
37.16,9.33333
37.18,7.33333
37.2,6
37.22,3.33333
37.24,7.33333
37.26,6.66667
37.28,3.33333
37.3,5.33333
37.32,5.33333
37.34,7.33333
37.36,7.33333
37.38,7.33333
37.4,7.33333
37.42,5.33333
37.44,6.66667
37.46,8
37.48,6.66667
37.5,6.66667
37.52,8.66667
37.54,8.66667
37.56,10
37.58,12
37.6,14
37.62,16.6667
37.64,22
37.66,22.6667
37.68,27.3333
37.7,31.3333
37.72,23.3333
37.74,25.3333
37.76,28.6667
37.78,26
37.8,22
37.82,18
37.84,10
37.86,8
37.88,9.33333
37.9,8.66667
37.92,9.33333
37.94,6.66667
37.96,4.66667
37.98,8
38,6
38.02,7.33333
38.04,6.66667
38.06,3.33333
38.08,5.33333
38.1,10
38.12,7.33333
38.14,7.33333
38.16,11.3333
38.18,4.66667
38.2,5.33333
38.22,5.33333
38.24,7.33333
38.26,9.33333
38.28,6
38.3,8
38.32,6.66667
38.34,8
38.36,7.33333
38.38,6.66667
38.4,5.33333
38.42,6
38.44,9.33333
38.46,6
38.48,9.33333
38.5,10.6667
38.52,14
38.54,20
38.56,13.3333
38.58,18.6667
38.6,32
38.62,38.6667
38.64,62.6667
38.66,66.6667
38.68,67.3333
38.7,88.6667
38.72,84.6667
38.74,90.6667
38.76,90
38.78,72.6667
38.8,66.6667
38.82,62
38.84,44.6667
38.86,30
38.88,24.6667
38.9,12.6667
38.92,18
38.94,11.3333
38.96,12
38.98,11.3333
39,10.6667
39.02,9.33333
39.04,9.33333
39.06,15.3333
39.08,10.6667
39.1,11.3333
39.12,12.6667
39.14,6.66667
39.16,10.6667
39.18,12.6667
39.2,11.3333
39.22,9.33333
39.24,8.66667
39.26,6
39.28,7.33333
39.3,9.33333
39.32,10
39.34,7.33333
39.36,10.6667
39.38,14
39.4,12
39.42,20
39.44,25.3333
39.46,26.6667
39.48,24.6667
39.5,27.3333
39.52,21.3333
39.54,24
39.56,20.6667
39.58,22
39.6,19.3333
39.62,23.3333
39.64,14.6667
39.66,10.6667
39.68,6.66667
39.7,8
39.72,6.66667
39.74,13.3333
39.76,6.66667
39.78,6
39.8,10.6667
39.82,6.66667
39.84,10
39.86,8
39.88,8
39.9,6
39.92,8.66667
39.94,11.3333
39.96,8.66667
39.98,11.3333
40,11.3333
40.02,11.3333
40.04,8
40.06,14
40.08,7.33333
40.1,12
40.12,12
40.14,8.66667
40.16,11.3333
40.18,6
40.2,9.33333
40.22,11.3333
40.24,12
40.26,8
40.28,5.33333
40.3,4.66667
40.32,4.66667
40.34,4.66667
40.36,10
40.38,7.33333
40.4,12.6667
40.42,13.3333
40.44,10.6667
40.46,18
40.48,20.6667
40.5,18
40.52,34.6667
40.54,35.3333
40.56,39.3333
40.58,38
40.6,30
40.62,32
40.64,27.3333
40.66,32
40.68,24
40.7,18.6667
40.72,21.3333
40.74,14.6667
40.76,12.6667
40.78,16
40.8,12
40.82,8.66667
40.84,10.6667
40.86,7.33333
40.88,11.3333
40.9,8.66667
40.92,8
40.94,10
40.96,4.66667
40.98,4.66667
41,6
41.02,9.33333
41.04,9.33333
41.06,6
41.08,5.33333
41.1,8.66667
41.12,8.66667
41.14,9.33333
41.16,8
41.18,12
41.2,6.66667
41.22,7.33333
41.24,8.66667
41.26,8
41.28,8.66667
41.3,13.3333
41.32,9.33333
41.34,10.6667
41.36,17.3333
41.38,18.6667
41.4,22
41.42,20.6667
41.44,34.6667
41.46,32
41.48,36.6667
41.5,39.3333
41.52,44
41.54,36
41.56,37.3333
41.58,34
41.6,33.3333
41.62,27.3333
41.64,22
41.66,26
41.68,26.6667
41.7,28.6667
41.72,34
41.74,34.6667
41.76,24.6667
41.78,28
41.8,32.6667
41.82,35.3333
41.84,40
41.86,32
41.88,28.6667
41.9,26.6667
41.92,22.6667
41.94,23.3333
41.96,14
41.98,9.33333
42,9.33333
42.02,14.6667
42.04,10
42.06,11.3333
42.08,10
42.1,10.6667
42.12,9.33333
42.14,9.33333
42.16,7.33333
42.18,4.66667
42.2,4
42.22,4.66667
42.24,5.33333
42.26,4
42.28,8
42.3,5.33333
42.32,6
42.34,4.66667
42.36,3.33333
42.38,3.33333
42.4,2.66667
42.42,6.66667
42.44,6
42.46,5.33333
42.48,5.33333
42.5,6
42.52,4
42.54,4.66667
42.56,8
