2theta,Intensity
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.0
4.0,0.0
4.1,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
5.1,0.0
5.2,0.0
5.3,0.0
5.4,0.0
5.5,0.0
5.6,0.0
5.7,0.0
5.8,0.0
5.9,0.0
6.0,0.0
6.1,0.0
6.2,0.0
6.3,0.0
6.4,0.0
6.5,0.0
6.6,0.0
6.7,0.0
6.8,0.0
6.9,0.0
7.0,0.0
7.1,0.0
7.2,0.0
7.3,0.0
7.4,0.0
7.5,0.0
7.6,0.0
7.7,0.0
7.8,0.0
7.9,0.0
8.0,0.0
8.1,0.0
8.2,0.0
8.3,0.0
8.4,0.0
8.5,0.0
8.6,0.0
8.7,0.0
8.8,0.0
8.9,0.0
9.0,0.0
9.1,0.0
9.2,0.0
9.3,0.0
9.4,0.0
9.5,0.0
9.6,0.0
9.7,0.0
9.8,0.0
9.9,0.0
10.0,0.0
10.1,0.0
10.2,0.0
10.3,0.0
10.4,0.0
10.5,0.0
10.6,0.0
10.7,0.0
10.8,0.0
10.9,0.0
11.0,0.0
11.1,0.0
11.2,0.0
11.3,0.0
11.4,0.0
11.5,0.0
11.6,0.0
11.7,0.0
11.8,0.0
11.9,0.0
12.0,0.0
12.1,0.0
12.2,0.0
12.3,0.0
12.4,0.0
12.5,0.0
12.6,0.0
12.7,0.0
12.8,0.0
12.9,0.0
13.0,0.0
13.1,0.0
13.2,0.0
13.3,0.0
13.4,0.0
13.5,0.0
13.6,0.0
13.7,0.0
13.8,0.0
13.9,0.0
14.0,0.0
14.1,0.0
14.2,0.0
14.3,0.0
14.4,0.0
14.5,0.0
14.6,0.0
14.7,0.0
14.8,0.0
14.9,0.0
15.0,0.0
15.1,0.0
15.2,0.0
15.3,0.0
15.4,0.0
15.5,0.0
15.6,0.0
15.7,0.0
15.8,0.0
15.9,0.0
16.0,0.0
16.1,0.0
16.2,0.0
16.3,0.0
16.4,0.0
16.5,5.0
16.6,94.0
16.7,689.0
16.8,2079.0
16.9,2573.0
17.0,1306.0
17.1,272.0
17.2,23.0
17.3,0.0
17.4,0.0
17.5,0.0
17.6,8.0
17.7,127.0
17.8,807.0
17.9,2085.0
18.0,2195.0
18.1,941.0
18.2,165.0
18.3,12.0
18.4,0.0
18.5,0.0
18.6,0.0
18.7,0.0
18.8,57.0
18.9,727.0
19.0,3752.0
19.1,7835.0
19.2,6621.0
19.3,2265.0
19.4,314.0
19.5,18.0
19.6,0.0
19.7,0.0
19.8,0.0
19.9,0.0
20.0,0.0
20.1,0.0
20.2,0.0
20.3,0.0
20.4,0.0
20.5,0.0
20.6,0.0
20.7,0.0
20.8,0.0
20.9,0.0
21.0,0.0
21.1,0.0
21.2,0.0
21.3,0.0
21.4,0.0
21.5,0.0
21.6,0.0
21.7,0.0
21.8,0.0
21.9,0.0
22.0,0.0
22.1,0.0
22.2,0.0
22.3,0.0
22.4,0.0
22.5,0.0
22.6,0.0
22.7,0.0
22.8,0.0
22.9,0.0
23.0,0.0
23.1,0.0
23.2,0.0
23.3,0.0
23.4,0.0
23.5,0.0
23.6,0.0
23.7,0.0
23.8,0.0
23.9,0.0
24.0,0.0
24.1,0.0
24.2,0.0
24.3,0.0
24.4,71.0
24.5,1033.0
24.6,5928.0
24.7,13337.0
24.8,11768.0
24.9,4073.0
25.0,553.0
25.1,29.0
25.2,0.0
25.3,0.0
25.4,0.0
25.5,0.0
25.6,0.0
25.7,0.0
25.8,0.0
25.9,0.0
26.0,0.0
26.1,0.0
26.2,0.0
26.3,0.0
26.4,0.0
26.5,0.0
26.6,0.0
26.7,0.0
26.8,0.0
26.9,0.0
27.0,0.0
27.1,0.0
27.2,0.0
27.3,0.0
27.4,0.0
27.5,0.0
27.6,0.0
27.7,0.0
27.8,0.0
27.9,0.0
28.0,0.0
28.1,0.0
28.2,0.0
28.3,0.0
28.4,0.0
28.5,0.0
28.6,0.0
28.7,0.0
28.8,0.0
28.9,0.0
29.0,0.0
29.1,13.0
29.2,216.0
29.3,1396.0
29.4,3443.0
29.5,3249.0
29.6,1172.0
29.7,162.0
29.8,9.0
29.9,0.0
30.0,0.0
30.1,0.0
30.2,0.0
30.3,0.0
30.4,0.0
30.5,0.0
30.6,0.0
30.7,0.0
30.8,0.0
30.9,0.0
31.0,0.0
31.1,0.0
31.2,0.0
31.3,0.0
31.4,0.0
31.5,0.0
31.6,0.0
31.7,0.0
31.8,389.0
31.9,3463.0
32.0,11639.0
32.1,14757.0
32.2,7058.0
32.3,1274.0
32.4,87.0
32.5,0.0
32.6,0.0
32.7,0.0
32.8,0.0
32.9,0.0
33.0,0.0
33.1,0.0
33.2,0.0
33.3,0.0
33.4,0.0
33.5,0.0
33.6,0.0
33.7,0.0
33.8,35.0
33.9,537.0
34.0,3110.0
34.1,6729.0
34.2,5438.0
34.3,1641.0
34.4,454.0
34.5,3222.0
34.6,14346.0
34.7,23789.0
34.8,14689.0
34.9,3378.0
35.0,323.0
35.1,675.0
35.2,5026.0
35.3,13896.0
35.4,14264.0
35.5,5435.0
35.6,769.0
35.7,40.0
35.8,0.0
35.9,0.0
36.0,0.0
36.1,98.0
36.2,900.0
36.3,3043.0
36.4,3800.0
36.5,1753.0
36.6,299.0
36.7,19.0
36.8,0.0
36.9,0.0
37.0,0.0
37.1,0.0
37.2,0.0
37.3,0.0
37.4,0.0
37.5,0.0
37.6,0.0
37.7,0.0
37.8,0.0
37.9,0.0
38.0,0.0
38.1,0.0
38.2,0.0
38.3,0.0
38.4,0.0
38.5,17.0
38.6,273.0
38.7,1569.0
38.8,3299.0
38.9,2533.0
39.0,711.0
39.1,73.0
39.2,0.0
39.3,0.0
39.4,0.0
39.5,0.0
39.6,0.0
39.7,0.0
39.8,0.0
39.9,0.0
40.0,0.0
40.1,9.0
40.2,67.0
40.3,181.0
40.4,178.0
40.5,63.0
40.6,8.0
40.7,0.0
40.8,0.0
40.9,0.0
41.0,0.0
41.1,0.0
41.2,0.0
41.3,0.0
41.4,0.0
41.5,0.0
41.6,0.0
41.7,0.0
41.8,0.0
41.9,0.0
42.0,0.0
42.1,0.0
42.2,0.0
42.3,0.0
42.4,0.0
42.5,0.0
42.6,0.0
42.7,0.0
42.8,0.0
42.9,0.0
43.0,0.0
43.1,0.0
43.2,0.0
43.3,0.0
43.4,0.0
43.5,0.0
43.6,0.0
43.7,0.0
43.8,67.0
43.9,829.0
44.0,3655.0
44.1,5759.0
44.2,3244.0
44.3,653.0
44.4,47.0
44.5,0.0
44.6,0.0
44.7,0.0
44.8,0.0
44.9,0.0
45.0,0.0
45.1,0.0
45.2,0.0
45.3,0.0
45.4,5.0
45.5,53.0
45.6,212.0
45.7,300.0
45.8,151.0
45.9,27.0
46.0,2.0
46.1,0.0
46.2,0.0
46.3,0.0
46.4,18.0
46.5,148.0
46.6,422.0
46.7,426.0
46.8,152.0
46.9,19.0
47.0,0.0
47.1,0.0
47.2,2.0
47.3,22.0
47.4,74.0
47.5,88.0
47.6,37.0
47.7,6.0
47.8,0.0
47.9,0.0
48.0,0.0
48.1,0.0
48.2,0.0
48.3,0.0
48.4,0.0
48.5,0.0
48.6,0.0
48.7,0.0
48.8,0.0
48.9,0.0
49.0,27.0
49.1,257.0
49.2,992.0
49.3,2181.0
49.4,4241.0
49.5,4511.0
49.6,1827.0
49.7,262.0
49.8,13.0
49.9,0.0
50.0,0.0
50.1,0.0
50.2,0.0
50.3,0.0
50.4,16.0
50.5,297.0
50.6,1989.0
50.7,4653.0
50.8,3808.0
50.9,1090.0
51.0,109.0
51.1,0.0
51.2,0.0
51.3,0.0
51.4,0.0
51.5,0.0
51.6,0.0
51.7,0.0
51.8,0.0
51.9,2.0
52.0,43.0
52.1,282.0
52.2,647.0
52.3,517.0
52.4,144.0
52.5,14.0
52.6,0.0
52.7,0.0
52.8,0.0
52.9,6.0
53.0,32.0
53.1,59.0
53.2,37.0
53.3,8.0
53.4,1.0
53.5,0.0
53.6,45.0
53.7,722.0
53.8,3984.0
53.9,7639.0
54.0,5085.0
54.1,1175.0
54.2,94.0
54.3,0.0
54.4,0.0
54.5,0.0
54.6,0.0
54.7,0.0
54.8,0.0
54.9,0.0
55.0,0.0
55.1,0.0
55.2,0.0
55.3,0.0
55.4,86.0
55.5,995.0
55.6,4013.0
55.7,5781.0
55.8,3304.0
55.9,979.0
56.0,176.0
56.1,15.0
56.2,0.0
56.3,0.0
56.4,0.0
56.5,0.0
56.6,0.0
56.7,0.0
56.8,0.0
56.9,0.0
57.0,0.0
57.1,0.0
57.2,0.0
57.3,0.0
57.4,0.0
57.5,0.0
57.6,0.0
57.7,0.0
57.8,0.0
57.9,0.0
58.0,0.0
58.1,26.0
58.2,583.0
58.3,4449.0
58.4,11713.0
58.5,10640.0
58.6,3378.0
58.7,519.0
58.8,180.0
58.9,70.0
59.0,9.0
59.1,0.0
59.2,0.0
59.3,0.0
59.4,0.0
59.5,2.0
59.6,20.0
59.7,78.0
59.8,115.0
59.9,63.0
60.0,13.0
