2theta,Intensity
27.3,6.66667
27.32,15
27.34,16.6667
27.36,15
27.38,11.6667
27.4,5.83333
27.42,9.16667
27.44,5.83333
27.46,3.33333
27.48,5
27.5,10
27.52,4.16667
27.54,6.66667
27.56,5
27.58,1.66667
27.6,7.5
27.62,4.16667
27.64,3.33333
27.66,7.5
27.68,6.66667
27.7,8.33333
27.72,2.5
27.74,10
27.76,5.83333
27.78,3.33333
27.8,4.16667
27.82,6.66667
27.84,5.83333
27.86,5.83333
27.88,2.5
27.9,3.33333
27.92,6.66667
27.94,5
27.96,5.83333
27.98,5.83333
28,4.16667
28.02,7.5
28.04,5
28.06,10.8333
28.08,5
28.1,5.83333
28.12,3.33333
28.14,9.16667
28.16,8.33333
28.18,4.16667
28.2,10
28.22,5.83333
28.24,6.66667
28.26,5.83333
28.28,7.5
28.3,3.33333
28.32,4.16667
28.34,5
28.36,11.6667
28.38,2.5
28.4,3.33333
28.42,5.83333
28.44,5.83333
28.46,4.16667
28.48,8.33333
28.5,2.5
28.52,8.33333
28.54,6.66667
28.56,3.33333
28.58,5.83333
28.6,7.5
28.62,7.5
28.64,9.16667
28.66,2.5
28.68,5
28.7,5.83333
28.72,6.66667
28.74,6.66667
28.76,3.33333
28.78,6.66667
28.8,6.66667
28.82,5
28.84,5.83333
28.86,5.83333
28.88,9.16667
28.9,3.33333
28.92,1.66667
28.94,6.66667
28.96,5.83333
28.98,5
29,5
29.02,8.33333
29.04,7.5
29.06,9.16667
29.08,8.33333
29.1,5
29.12,5.83333
29.14,9.16667
29.16,9.16667
29.18,8.33333
29.2,5.83333
29.22,16.6667
29.24,16.6667
29.26,18.3333
29.28,16.6667
29.3,17.5
29.32,21.6667
29.34,29.1667
29.36,20.8333
29.38,12.5
29.4,10
29.42,13.3333
29.44,10.8333
29.46,5.83333
29.48,3.33333
29.5,4.16667
29.52,5.83333
29.54,3.33333
29.56,7.5
29.58,9.16667
29.6,5
29.62,5.83333
29.64,6.66667
29.66,6.66667
29.68,4.16667
29.7,5
29.72,2.5
29.74,5.83333
29.76,5
29.78,7.5
29.8,6.66667
29.82,4.16667
29.84,5
29.86,5.83333
29.88,5
29.9,1.66667
29.92,5
29.94,7.5
29.96,4.16667
29.98,2.5
30,3.33333
30.02,9.16667
30.04,7.5
30.06,4.16667
30.08,4.16667
30.1,3.33333
30.12,5
30.14,7.5
30.16,6.66667
30.18,6.66667
30.2,9.16667
30.22,4.16667
30.24,5
30.26,8.33333
30.28,7.5
30.3,2.5
30.32,3.33333
30.34,3.33333
30.36,5
30.38,5.83333
30.4,5
30.42,5.83333
30.44,2.5
30.46,5
30.48,5.83333
30.5,6.66667
30.52,5
30.54,3.33333
30.56,5.83333
30.58,6.66667
30.6,6.66667
30.62,4.16667
30.64,2.5
30.66,7.5
30.68,5.83333
30.7,2.5
30.72,5
30.74,3.33333
30.76,4.16667
30.78,5
30.8,4.16667
30.82,4.16667
30.84,6.66667
30.86,5
30.88,2.5
30.9,5.83333
30.92,4.16667
30.94,5.83333
30.96,5.83333
30.98,5
31,8.33333
31.02,6.66667
31.04,4.16667
31.06,5
31.08,3.33333
31.1,4.16667
31.12,7.5
31.14,6.66667
31.16,8.33333
31.18,5.83333
31.2,5
31.22,6.66667
31.24,1.66667
31.26,1.66667
31.28,3.33333
31.3,7.5
31.32,7.5
31.34,5
31.36,5.83333
31.38,8.33333
31.4,7.5
31.42,8.33333
31.44,6.66667
31.46,6.66667
31.48,5
31.5,12.5
31.52,12.5
31.54,14.1667
31.56,15.8333
31.58,12.5
31.6,15
31.62,15
31.64,11.6667
31.66,9.16667
31.68,9.16667
31.7,10
31.72,10.8333
31.74,15.8333
31.76,14.1667
31.78,15
31.8,16.6667
31.82,25.8333
31.84,29.1667
31.86,38.3333
31.88,56.6667
31.9,63.3333
31.92,67.5
31.94,75
31.96,80
31.98,82.5
32,66.6667
32.02,50.8333
32.04,50
32.06,32.5
32.08,30
32.1,30
32.12,21.6667
32.14,14.1667
32.16,8.33333
32.18,6.66667
32.2,10
32.22,10.8333
32.24,8.33333
32.26,6.66667
32.28,7.5
32.3,5
32.32,5
32.34,7.5
32.36,4.16667
32.38,5.83333
32.4,5
32.42,4.16667
32.44,3.33333
32.46,4.16667
32.48,4.16667
32.5,4.16667
32.52,5
32.54,5
32.56,1.66667
32.58,5
32.6,5
32.62,5.83333
32.64,5.83333
32.66,7.5
32.68,9.16667
32.7,7.5
32.72,3.33333
32.74,3.33333
32.76,2.5
32.78,4.16667
32.8,5.83333
32.82,8.33333
32.84,7.5
32.86,6.66667
32.88,6.66667
32.9,7.5
32.92,7.5
32.94,5.83333
32.96,3.33333
32.98,5
33,5.83333
33.02,7.5
33.04,6.66667
33.06,6.66667
33.08,6.66667
33.1,5
33.12,4.16667
33.14,5
33.16,6.66667
33.18,4.16667
33.2,4.16667
33.22,6.66667
33.24,6.66667
33.26,9.16667
33.28,7.5
33.3,7.5
33.32,7.5
33.34,5.83333
33.36,5.83333
33.38,8.33333
33.4,8.33333
33.42,10
33.44,10
33.46,13.3333
33.48,17.5
33.5,15
33.52,12.5
33.54,11.6667
33.56,12.5
33.58,12.5
33.6,11.6667
33.62,10.8333
33.64,8.33333
33.66,11.6667
33.68,18.3333
33.7,27.5
33.72,34.1667
33.74,35
33.76,34.1667
33.78,40.8333
33.8,45
33.82,39.1667
33.84,31.6667
33.86,30.8333
33.88,32.5
33.9,29.1667
33.92,27.5
33.94,30
33.96,35.8333
33.98,43.3333
34,39.1667
34.02,37.5
34.04,35
34.06,29.1667
34.08,23.3333
34.1,18.3333
34.12,18.3333
34.14,18.3333
34.16,12.5
34.18,5
34.2,6.66667
34.22,7.5
34.24,5.83333
34.26,9.16667
34.28,7.5
34.3,6.66667
34.32,13.3333
34.34,14.1667
34.36,14.1667
34.38,15.8333
34.4,24.1667
34.42,28.3333
34.44,31.6667
34.46,40
34.48,52.5
34.5,66.6667
34.52,76.6667
34.54,91.6667
34.56,107.5
34.58,110
34.6,108.333
34.62,100
34.64,86.6667
34.66,75.8333
34.68,61.6667
34.7,46.6667
34.72,30.8333
34.74,17.5
34.76,13.3333
34.78,12.5
34.8,11.6667
34.82,11.6667
34.84,12.5
34.86,10
34.88,8.33333
34.9,9.16667
34.92,11.6667
34.94,12.5
34.96,9.16667
34.98,10
35,12.5
35.02,11.6667
35.04,14.1667
35.06,17.5
35.08,20.8333
35.1,26.6667
35.12,40.8333
35.14,46.6667
35.16,49.1667
35.18,63.3333
35.2,71.6667
35.22,80.8333
35.24,94.1667
35.26,87.5
35.28,70.8333
35.3,59.1667
35.32,45.8333
35.34,31.6667
35.36,25.8333
35.38,23.3333
35.4,16.6667
35.42,16.6667
35.44,12.5
35.46,12.5
35.48,12.5
35.5,7.5
35.52,5.83333
35.54,5
35.56,4.16667
35.58,6.66667
35.6,9.16667
