2theta,Intensity
24.92,5
24.94,5
24.96,6.66667
24.98,5.83333
25,5
25.02,5.83333
25.04,5.83333
25.06,6.66667
25.08,5.83333
25.1,7.5
25.12,6.66667
25.14,8.33333
25.16,9.16667
25.18,5.83333
25.2,5
25.22,4.16667
25.24,5.83333
25.26,6.66667
25.28,3.33333
25.3,7.5
25.32,8.33333
25.34,6.66667
25.36,7.5
25.38,6.66667
25.4,7.5
25.42,7.5
25.44,5
25.46,5.83333
25.48,4.16667
25.5,5.83333
25.52,3.33333
25.54,6.66667
25.56,6.66667
25.58,6.66667
25.6,3.33333
25.62,2.5
25.64,10.8333
25.66,8.33333
25.68,8.33333
25.7,7.5
25.72,12.5
25.74,11.6667
25.76,11.6667
25.78,10.8333
25.8,7.5
25.82,8.33333
25.84,7.5
25.86,8.33333
25.88,8.33333
25.9,5
25.92,5
25.94,7.5
25.96,5
25.98,8.33333
26,5
26.02,5.83333
26.04,7.5
26.06,10.8333
26.08,7.5
26.1,5
26.12,6.66667
26.14,2.5
26.16,5.83333
26.18,10
26.2,9.16667
26.22,5.83333
26.24,10.8333
26.26,5.83333
26.28,7.5
26.3,10.8333
26.32,6.66667
26.34,12.5
26.36,16.6667
26.38,10.8333
26.4,10
26.42,15.8333
26.44,11.6667
26.46,14.1667
26.48,19.1667
26.5,23.3333
26.52,20.8333
26.54,19.1667
26.56,30
26.58,26.6667
26.6,24.1667
26.62,19.1667
26.64,12.5
26.66,7.5
26.68,14.1667
26.7,8.33333
26.72,7.5
26.74,10
26.76,10
26.78,6.66667
26.8,8.33333
26.82,5.83333
26.84,6.66667
26.86,7.5
26.88,6.66667
26.9,4.16667
26.92,4.16667
26.94,4.16667
26.96,5.83333
26.98,0.833333
27,6.66667
27.02,5
27.04,5
27.06,3.33333
27.08,5.83333
27.1,9.16667
27.12,9.16667
27.14,0.833333
27.16,7.5
27.18,4.16667
27.2,5
27.22,11.6667
27.24,5.83333
27.26,9.16667
27.28,9.16667
27.3,7.5
27.32,6.66667
27.34,8.33333
27.36,10.8333
27.38,10
27.4,10.8333
27.42,10.8333
27.44,7.5
27.46,10.8333
27.48,7.5
27.5,2.5
27.52,7.5
27.54,9.16667
27.56,8.33333
27.58,7.5
27.6,5.83333
27.62,5.83333
27.64,1.66667
27.66,7.5
27.68,5
27.7,3.33333
27.72,5.83333
27.74,6.66667
27.76,4.16667
27.78,10
27.8,7.5
27.82,4.16667
27.84,5
27.86,2.5
27.88,10
27.9,2.5
27.92,3.33333
27.94,7.5
27.96,7.5
27.98,5
28,3.33333
28.02,9.16667
28.04,6.66667
28.06,4.16667
28.08,4.16667
28.1,5
28.12,5.83333
28.14,4.16667
28.16,1.66667
28.18,5
28.2,1.66667
28.22,4.16667
28.24,4.16667
28.26,5
28.28,5
28.3,6.66667
28.32,3.33333
28.34,10.8333
28.36,5
28.38,5
28.4,3.33333
28.42,1.66667
28.44,8.33333
28.46,2.5
28.48,3.33333
28.5,4.16667
28.52,3.33333
28.54,3.33333
28.56,5.83333
28.58,3.33333
28.6,7.5
28.62,7.5
28.64,1.66667
28.66,2.5
28.68,11.6667
28.7,8.33333
28.72,6.66667
28.74,2.5
28.76,5.83333
28.78,7.5
28.8,5
28.82,5
28.84,5.83333
28.86,6.66667
28.88,3.33333
28.9,5
28.92,5
28.94,8.33333
28.96,3.33333
28.98,8.33333
29,6.66667
29.02,5
29.04,4.16667
29.06,8.33333
29.08,5.83333
29.1,8.33333
29.12,7.5
29.14,7.5
29.16,7.5
29.18,7.5
29.2,8.33333
29.22,9.16667
29.24,6.66667
29.26,4.16667
29.28,14.1667
29.3,10.8333
29.32,14.1667
29.34,16.6667
29.36,11.6667
29.38,12.5
29.4,5.83333
29.42,7.5
29.44,9.16667
29.46,3.33333
29.48,5
29.5,3.33333
29.52,5.83333
29.54,6.66667
29.56,4.16667
29.58,5
29.6,7.5
29.62,5.83333
29.64,7.5
29.66,3.33333
29.68,5
29.7,4.16667
29.72,5
29.74,7.5
29.76,6.66667
29.78,5.83333
29.8,5.83333
29.82,5
29.84,4.16667
29.86,4.16667
29.88,5
29.9,5
29.92,5
29.94,3.33333
29.96,5
29.98,2.5
30,5
30.02,5
30.04,3.33333
30.06,9.16667
30.08,9.16667
30.1,5.83333
30.12,6.66667
30.14,5.83333
30.16,7.5
30.18,5.83333
30.2,8.33333
30.22,10
30.24,4.16667
30.26,5.83333
30.28,1.66667
30.3,2.5
30.32,3.33333
30.34,5
30.36,4.16667
30.38,2.5
30.4,3.33333
30.42,3.33333
30.44,4.16667
30.46,2.5
30.48,5.83333
30.5,7.5
30.52,7.5
30.54,6.66667
30.56,5
30.58,4.16667
30.6,6.66667
30.62,3.33333
30.64,2.5
30.66,1.66667
30.68,3.33333
30.7,4.16667
30.72,2.5
30.74,3.33333
30.76,3.33333
30.78,5
30.8,2.5
30.82,4.16667
30.84,6.66667
30.86,5.83333
30.88,4.16667
30.9,2.5
30.92,5
30.94,5
30.96,7.5
30.98,10
31,8.33333
31.02,3.33333
31.04,5
31.06,3.33333
31.08,5.83333
31.1,3.33333
31.12,4.16667
31.14,2.5
31.16,5.83333
31.18,5.83333
31.2,5
31.22,5
31.24,5.83333
31.26,3.33333
31.28,2.5
31.3,2.5
31.32,5
31.34,6.66667
31.36,5.83333
31.38,5
31.4,4.16667
31.42,8.33333
31.44,5.83333
31.46,7.5
31.48,8.33333
31.5,8.33333
31.52,6.66667
31.54,8.33333
31.56,5.83333
31.58,7.5
31.6,9.16667
31.62,8.33333
31.64,7.5
31.66,10
31.68,5.83333
31.7,9.16667
31.72,10.8333
31.74,10.8333
31.76,9.16667
31.78,6.66667
31.8,8.33333
31.82,10
31.84,12.5
31.86,21.6667
31.88,23.3333
31.9,20.8333
31.92,25
31.94,32.5
31.96,32.5
31.98,35
32,35.8333
32.02,36.6667
32.04,35
32.06,27.5
32.08,24.1667
32.1,18.3333
32.12,17.5
32.14,13.3333
32.16,13.3333
32.18,10
32.2,10
32.22,10
32.24,6.66667
32.26,10
32.28,10
32.3,9.16667
32.32,8.33333
32.34,5.83333
32.36,7.5
32.38,5
32.4,2.5
32.42,5
32.44,5.83333
32.46,7.5
32.48,7.5
32.5,5.83333
32.52,4.16667
32.54,5
