2theta,Intensity
26.44,175
26.46,226.667
26.48,248.333
26.5,285
26.52,306.667
26.54,255.833
26.56,277.5
26.58,218.333
26.6,186.667
26.62,151.667
26.64,120.833
26.66,85
26.68,69.1667
26.7,50
26.72,35
26.74,36.6667
26.76,29.1667
26.78,24.1667
26.8,17.5
26.82,26.6667
26.84,26.6667
26.86,26.6667
26.88,30
26.9,21.6667
26.92,21.6667
26.94,19.1667
26.96,20
26.98,17.5
27,11.6667
27.02,25
27.04,10.8333
27.06,18.3333
27.08,18.3333
27.1,18.3333
27.12,10
27.14,12.5
27.16,19.1667
27.18,15.8333
27.2,14.1667
27.22,25.8333
27.24,22.5
27.26,22.5
27.28,31.6667
27.3,35.8333
27.32,48.3333
27.34,45.8333
27.36,50.8333
27.38,64.1667
27.4,53.3333
27.42,65.8333
27.44,50.8333
27.46,39.1667
27.48,31.6667
27.5,41.6667
27.52,30
27.54,20
27.56,17.5
27.58,15
27.6,17.5
27.62,15
27.64,8.33333
27.66,12.5
27.68,12.5
27.7,15.8333
27.72,13.3333
27.74,15
27.76,12.5
27.78,8.33333
27.8,5
27.82,6.66667
27.84,14.1667
27.86,10.8333
27.88,12.5
27.9,10.8333
27.92,17.5
27.94,8.33333
27.96,9.16667
27.98,10
28,7.5
28.02,12.5
28.04,11.6667
28.06,6.66667
28.08,16.6667
28.1,10
28.12,8.33333
28.14,11.6667
28.16,10.8333
28.18,11.6667
28.2,7.5
28.22,10.8333
28.24,10
28.26,7.5
28.28,9.16667
28.3,5
28.32,12.5
28.34,7.5
28.36,8.33333
28.38,15
28.4,9.16667
28.42,11.6667
28.44,12.5
28.46,9.16667
28.48,10.8333
28.5,11.6667
28.52,13.3333
28.54,12.5
28.56,6.66667
28.58,14.1667
28.6,7.5
28.62,11.6667
28.64,14.1667
28.66,10.8333
28.68,18.3333
28.7,19.1667
28.72,14.1667
28.74,15
28.76,11.6667
28.78,15
28.8,14.1667
28.82,25
28.84,15.8333
28.86,10.8333
28.88,14.1667
28.9,16.6667
28.92,14.1667
28.94,10.8333
28.96,12.5
28.98,15
29,12.5
29.02,14.1667
29.04,11.6667
29.06,11.6667
29.08,13.3333
29.1,15
29.12,15
29.14,18.3333
29.16,12.5
29.18,16.6667
29.2,19.1667
29.22,27.5
29.24,25
29.26,32.5
29.28,40.8333
29.3,53.3333
29.32,78.3333
29.34,95
29.36,102.5
29.38,108.333
29.4,109.167
29.42,93.3333
29.44,76.6667
29.46,60
29.48,45
29.5,39.1667
29.52,27.5
29.54,15
29.56,15
29.58,21.6667
29.6,15
29.62,12.5
29.64,12.5
29.66,9.16667
29.68,10
29.7,10.8333
29.72,10.8333
29.74,8.33333
29.76,10.8333
29.78,12.5
29.8,9.16667
29.82,9.16667
29.84,6.66667
29.86,6.66667
29.88,5
29.9,7.5
29.92,11.6667
29.94,10.8333
29.96,9.16667
29.98,6.66667
30,8.33333
30.02,6.66667
30.04,9.16667
30.06,10.8333
30.08,10
30.1,9.16667
30.12,9.16667
30.14,10.8333
30.16,11.6667
30.18,10
30.2,7.5
30.22,6.66667
30.24,11.6667
30.26,5.83333
30.28,13.3333
30.3,11.6667
30.32,9.16667
30.34,11.6667
30.36,8.33333
30.38,12.5
30.4,10.8333
30.42,9.16667
30.44,4.16667
30.46,8.33333
30.48,13.3333
30.5,11.6667
30.52,10.8333
30.54,7.5
30.56,7.5
30.58,6.66667
30.6,6.66667
30.62,9.16667
30.64,7.5
30.66,9.16667
30.68,11.6667
30.7,8.33333
30.72,6.66667
30.74,10.8333
30.76,10
30.78,8.33333
30.8,8.33333
30.82,5
30.84,5.83333
30.86,13.3333
30.88,10
30.9,9.16667
30.92,9.16667
30.94,8.33333
30.96,9.16667
30.98,5.83333
31,7.5
31.02,9.16667
31.04,10.8333
31.06,9.16667
31.08,7.5
31.1,7.5
31.12,9.16667
31.14,10
31.16,5.83333
31.18,8.33333
31.2,8.33333
31.22,10.8333
31.24,15
31.26,15
31.28,14.1667
31.3,10.8333
31.32,10.8333
31.34,11.6667
31.36,15
31.38,15
31.4,13.3333
31.42,10.8333
31.44,15
31.46,20
31.48,17.5
