formula,material_id,band_gap,efermi,energy_above_hull,database_IDs,comp_atoms,sorted_keys_comp_atoms,comp_number,new_formula
Mg2Cu3Ge,mp-1222187,0.0,6.10573203,0.0,False,"{12: 2, 29: 3, 32: 1}","[12, 29, 32]",122293321,Mg2Cu3Ge1
Mg2Ga5Cu6,mp-30910,0.0,5.7831958,0.0,icsd-240092,"{12: 2, 31: 5, 29: 6}","[12, 29, 31]",122296315,Mg2Ga5Cu6
YMg2Cu9,mp-13218,0.0,5.77088967,0.0,icsd-245208,"{39: 1, 12: 2, 29: 9}","[12, 29, 39]",122299391,Y1Mg2Cu9
LaMg2Cu9,mp-510643,0.0,6.64039659,0.0,icsd-155985,"{57: 1, 12: 2, 29: 9}","[12, 29, 57]",122299571,La1Mg2Cu9
PrMg2Cu9,mp-13220,0.0,5.7757836,0.0,icsd-245211,"{59: 1, 12: 2, 29: 9}","[12, 29, 59]",122299591,Pr1Mg2Cu9
NdMg2Cu9,mp-13221,0.0,5.76182734,0.0,icsd-245212,"{60: 1, 12: 2, 29: 9}","[12, 29, 60]",122299601,Nd1Mg2Cu9
SmMg2Cu9,mp-13222,0.0,5.72924224,0.0,icsd-245213,"{62: 1, 12: 2, 29: 9}","[12, 29, 62]",122299621,Sm1Mg2Cu9
EuMg2Cu9,mp-13223,0.0,5.59220028,0.0,icsd-245214,"{63: 1, 12: 2, 29: 9}","[12, 29, 63]",122299631,Eu1Mg2Cu9
TbMg2Cu9,mp-542933,0.0,5.79537935,0.0,icsd-416327,"{65: 1, 12: 2, 29: 9}","[12, 29, 65]",122299651,Tb1Mg2Cu9
DyMg2Cu9,mp-13225,0.0,5.78004558,0.0,icsd-245216,"{66: 1, 12: 2, 29: 9}","[12, 29, 66]",122299661,Dy1Mg2Cu9
HoMg2Cu9,mp-13226,0.0,5.7800857,0.0,icsd-245217,"{67: 1, 12: 2, 29: 9}","[12, 29, 67]",122299671,Ho1Mg2Cu9
Mg2Zn11,mp-30784,0.0,3.5353555,0.0,icsd-104898,"{12: 2, 30: 11}","[12, 30]",1223011,Mg2Zn11
Mg2ZnAs2,mp-1222174,0.5345,4.31511263,0.0,False,"{12: 2, 30: 1, 33: 2}","[12, 30, 33]",122301332,Mg2Zn1As2
Mg2Ga,mp-30650,0.0,3.7604989,0.0,icsd-103790,"{12: 2, 31: 1}","[12, 31]",122311,Mg2Ga1
Eu(MgGa)2,mp-1212857,0.0,2.86797698,0.0,pf-37433,"{63: 1, 12: 2, 31: 2}","[12, 31, 63]",122312631,Eu1Mg2Ga2
La6Mg23Si,mp-1211430,0.0,3.72171249,0.0,pf-7998,"{57: 6, 12: 23, 14: 1}","[12, 14, 57]",1223141576,La6Mg23Si1
Mg2Ga5,mp-27668,0.0,3.66922149,0.0,icsd-23227,"{12: 2, 31: 5}","[12, 31]",122315,Mg2Ga5
La6Mg23P,mp-1192616,0.0,4.56178837,0.0,icsd-239057,"{57: 6, 12: 23, 15: 1}","[12, 15, 57]",1223151576,La6Mg23P1
Mg2Ge,mp-408,0.16890000000000027,3.3800771,0.0,icsd-151389,"{12: 2, 32: 1}","[12, 32]",122321,Mg2Ge1
Mg2GeSe4,mp-1192564,1.4937999999999998,3.54133469,0.0,icsd-252050,"{12: 2, 32: 1, 34: 4}","[12, 32, 34]",122321344,Mg2Ge1Se4
Ba(MgGe)2,mp-7876,0.0,3.35932846,0.0,icsd-25312,"{56: 1, 12: 2, 32: 2}","[12, 32, 56]",122322561,Ba1Mg2Ge2
Sr(MgAs)2,mp-863260,1.3464000000000005,2.83524461,0.0,icsd-610831,"{38: 1, 12: 2, 33: 2}","[12, 33, 38]",122332381,Sr1Mg2As2
Ba(MgAs)2,mp-8280,1.0689000000000002,2.65369558,0.0,icsd-30916,"{56: 1, 12: 2, 33: 2}","[12, 33, 56]",122332561,Ba1Mg2As2
Eu(MgAs)2,mp-1206394,0.0,4.00817254,0.0,pf-660,"{63: 1, 12: 2, 33: 2}","[12, 33, 63]",122332631,Eu1Mg2As2
Ce6Mg23As,mp-1192664,0.0,4.21981483,0.0,icsd-239049,"{58: 6, 12: 23, 33: 1}","[12, 33, 58]",1223331586,Ce6Mg23As1
La6Mg23Sb,mp-1192585,0.0,4.59098688,0.0,icsd-239058,"{57: 6, 12: 23, 51: 1}","[12, 51, 57]",1223511576,La6Mg23Sb1
Ba6Mg23,mp-568512,0.0,2.62415923,0.0,icsd-615949,"{56: 6, 12: 23}","[12, 56]",1223566,Ba6Mg23
SrMg2,mp-2572,0.0,2.47773506,0.0,icsd-642864,"{38: 1, 12: 2}","[12, 38]",122381,Sr1Mg2
SrMg2Pd,mp-1079853,0.0,3.11828558,0.0,icsd-425493,"{38: 1, 12: 2, 46: 1}","[12, 38, 46]",122381461,Sr1Mg2Pd1
