formula,material_id,band_gap,efermi,energy_above_hull,comp_atoms,sorted_keys_comp_atoms,comp_number,new_formula
K3TbSi3(HO5)2,mp-759928,4.603999999999999,0.42200301,0.0,"{19: 3, 65: 1, 14: 3, 1: 2, 8: 10}","[1, 8, 14, 19, 65]",12810143193651,K3Tb1Si3H2O10
K3ErSi3(HO5)2,mp-758527,4.4098,0.37596064,0.0,"{19: 3, 68: 1, 14: 3, 1: 2, 8: 10}","[1, 8, 14, 19, 68]",12810143193681,K3Er1Si3H2O10
Na3VSi4(HO6)2,mp-698046,2.2359000000000004,2.41500807,0.0,"{11: 3, 23: 1, 14: 4, 1: 2, 8: 12}","[1, 8, 11, 14, 23]",12812113144231,Na3V1Si4H2O12
KMg3AlSi3(HO6)2,mp-1223564,4.199,5.81807172,0.0,"{19: 1, 12: 3, 13: 1, 14: 3, 1: 2, 8: 12}","[1, 8, 12, 13, 14, 19]",12812123131143191,K1Mg3Al1Si3H2O12
KMg3GaSi3(HO6)2,mp-1223547,4.0953,5.49156286,0.0,"{19: 1, 12: 3, 31: 1, 14: 3, 1: 2, 8: 12}","[1, 8, 12, 14, 19, 31]",12812123143191311,K1Mg3Ga1Si3H2O12
Mg3Si4(HO6)2,mp-696497,5.1766000000000005,1.39646555,0.0,"{12: 3, 14: 4, 1: 2, 8: 12}","[1, 8, 12, 14]",12812123144,Mg3Si4H2O12
KAlSi3Ni3(HO6)2,mp-1223621,3.2453,5.89217129,0.0,"{19: 1, 13: 1, 14: 3, 28: 3, 1: 2, 8: 12}","[1, 8, 13, 14, 19, 28]",12812131143191283,K1Al1Si3Ni3H2O12
Cs2SiP4(HO7)2,mp-697078,5.1811,0.50364363,0.0,"{55: 2, 14: 1, 15: 4, 1: 2, 8: 14}","[1, 8, 14, 15, 55]",12814141154552,Cs2Si1P4H2O14
K2CaMg5Si8(HO12)2,mp-1223917,4.401999999999999,2.38780955,0.0,"{19: 2, 20: 1, 12: 5, 14: 8, 1: 2, 8: 24}","[1, 8, 12, 14, 19, 20]",12824125148192201,K2Ca1Mg5Si8H2O24
Ca2Mg5Si8(HO12)2,mp-1196550,4.8269,6.91429779,0.0,"{20: 2, 12: 5, 14: 8, 1: 2, 8: 24}","[1, 8, 12, 14, 20]",12824125148202,Ca2Mg5Si8H2O24
Ca2Al2Si(HO4)2,mp-1227593,4.731,1.57496206,0.0,"{20: 2, 13: 2, 14: 1, 1: 2, 8: 8}","[1, 8, 13, 14, 20]",1288132141202,Ca2Al2Si1H2O8
Ca2Ga2Si(HO4)2,mp-760729,3.5382,0.8370487,0.0,"{20: 2, 31: 2, 14: 1, 1: 2, 8: 8}","[1, 8, 14, 20, 31]",1288141202312,Ca2Ga2Si1H2O8
Al11(CoSi)6,mp-1214980,0.0,8.5524078,0.0,"{13: 11, 27: 6, 14: 6}","[13, 14, 27]",1311146276,Al11Co6Si6
CaAlSi,mp-567191,0.0,5.28209704,0.0,"{20: 1, 13: 1, 14: 1}","[13, 14, 20]",131141201,Ca1Al1Si1
SrAlSi,mp-3698,0.0,4.45072699,0.0,"{38: 1, 13: 1, 14: 1}","[13, 14, 38]",131141381,Sr1Al1Si1
AlSiMo6,mp-1228032,0.0,8.88681214,0.0,"{13: 1, 14: 1, 42: 6}","[13, 14, 42]",131141426,Al1Si1Mo6
AlSiRu2,mp-862778,0.0,9.91886752,0.0,"{13: 1, 14: 1, 44: 2}","[13, 14, 44]",131141442,Al1Si1Ru2
AlSiTe3,mp-31220,1.2504,4.11685656,0.0,"{13: 1, 14: 1, 52: 3}","[13, 14, 52]",131141523,Al1Si1Te3
LaAlSi,mp-1222884,0.0,7.93710946,0.0,"{57: 1, 13: 1, 14: 1}","[13, 14, 57]",131141571,La1Al1Si1
CeAlSi,mp-1206597,0.0,7.38424189,0.0,"{58: 1, 13: 1, 14: 1}","[13, 14, 58]",131141581,Ce1Al1Si1
Pr2AlSi,mp-1219910,0.0,4.58523084,0.0,"{59: 2, 13: 1, 14: 1}","[13, 14, 59]",131141592,Pr2Al1Si1
NdAlSi,mp-1220161,0.0,6.04509778,0.0,"{60: 1, 13: 1, 14: 1}","[13, 14, 60]",131141601,Nd1Al1Si1
SmAlSi,mp-12804,0.0,5.96446281,0.0,"{62: 1, 13: 1, 14: 1}","[13, 14, 62]",131141621,Sm1Al1Si1
EuAlSi,mp-1225173,0.0,5.67988447,0.0,"{63: 1, 13: 1, 14: 1}","[13, 14, 63]",131141631,Eu1Al1Si1
GdAlSi,mp-1224619,0.0,5.9105712,0.0,"{64: 1, 13: 1, 14: 1}","[13, 14, 64]",131141641,Gd1Al1Si1
DyAlSi,mp-1206330,0.0,6.27242127,0.0,"{66: 1, 13: 1, 14: 1}","[13, 14, 66]",131141661,Dy1Al1Si1
HoAlSi,mp-1206025,0.0,6.23170319,0.0,"{67: 1, 13: 1, 14: 1}","[13, 14, 67]",131141671,Ho1Al1Si1
ErAlSi,mp-1206326,0.0,6.28936298,0.0,"{68: 1, 13: 1, 14: 1}","[13, 14, 68]",131141681,Er1Al1Si1
TmAlSi,mp-571506,0.0,6.29925639,0.0,"{69: 1, 13: 1, 14: 1}","[13, 14, 69]",131141691,Tm1Al1Si1
LuAlSi,mp-567229,0.0,6.35964766,0.0,"{71: 1, 13: 1, 14: 1}","[13, 14, 71]",131141711,Lu1Al1Si1
AlReSi,mp-1228809,0.04749999999999943,9.66285878,0.0,"{13: 1, 75: 1, 14: 1}","[13, 14, 75]",131141751,Al1Re1Si1
Sc2AlSi2,mp-10676,0.0,7.0677018,0.0,"{21: 2, 13: 1, 14: 2}","[13, 14, 21]",131142212,Sc2Al1Si2
Al(CoSi)2,mp-10010,0.0,9.14765148,0.0,"{13: 1, 27: 2, 14: 2}","[13, 14, 27]",131142272,Al1Co2Si2
LaAlSi2,mp-5330,0.0,7.81416942,0.0,"{57: 1, 13: 1, 14: 2}","[13, 14, 57]",131142571,La1Al1Si2
PrAlSi2,mp-571554,0.0,6.19761853,0.0,"{59: 1, 13: 1, 14: 2}","[13, 14, 59]",131142591,Pr1Al1Si2
Ho2AlSi2,mp-10528,0.0,5.59150925,0.0,"{67: 2, 13: 1, 14: 2}","[13, 14, 67]",131142672,Ho2Al1Si2
Er2AlSi2,mp-10529,0.0,5.64367038,0.0,"{68: 2, 13: 1, 14: 2}","[13, 14, 68]",131142682,Er2Al1Si2
Tm2AlSi2,mp-10530,0.0,5.65446602,0.0,"{69: 2, 13: 1, 14: 2}","[13, 14, 69]",131142692,Tm2Al1Si2
Lu2AlSi2,mp-10531,0.0,5.75243691,0.0,"{71: 2, 13: 1, 14: 2}","[13, 14, 71]",131142712,Lu2Al1Si2
Sm9Al(SiS7)3,mp-1219290,1.9825000000000004,3.82336035,0.0,"{62: 9, 13: 1, 14: 3, 16: 21}","[13, 14, 16, 62]",1311431621629,Sm9Al1Si3S21
Ti2AlSi3,mp-1217089,0.0,8.55920524,0.0,"{22: 2, 13: 1, 14: 3}","[13, 14, 22]",131143222,Ti2Al1Si3
AlSi3W2,mp-1227997,0.0,9.32948849,0.0,"{13: 1, 14: 3, 74: 2}","[13, 14, 74]",131143742,Al1Si3W2
KSiH3,mp-28695,2.5733,0.34475498,0.0,"{19: 1, 14: 1, 1: 3}","[1, 14, 19]",13141191,K1Si1H3
SiH3I,mp-28538,4.2188,-1.20100397,0.0,"{14: 1, 1: 3, 53: 1}","[1, 14, 53]",13141531,Si1H3I1
Dy6Al2SiS14,mp-1225400,2.4669999999999996,4.04753506,0.0,"{66: 6, 13: 2, 14: 1, 16: 14}","[13, 14, 16, 66]",1321411614666,Dy6Al2Si1S14
Ca(AlSi)2,mp-7704,0.0,5.55798565,0.0,"{20: 1, 13: 2, 14: 2}","[13, 14, 20]",132142201,Ca1Al2Si2
Sr(AlSi)2,mp-6931,0.0,5.14132564,0.0,"{38: 1, 13: 2, 14: 2}","[13, 14, 38]",132142381,Sr1Al2Si2
Sr3(AlSi)2,mp-7068,0.0,3.73730792,0.0,"{38: 3, 13: 2, 14: 2}","[13, 14, 38]",132142383,Sr3Al2Si2
La(AlSi)2,mp-1206998,0.0,7.32187957,0.0,"{57: 1, 13: 2, 14: 2}","[13, 14, 57]",132142571,La1Al2Si2
