formula,material_id,band_gap,efermi,energy_above_hull,comp_atoms,sorted_keys_comp_atoms,comp_number,new_formula
LiAl2Pt,mp-30819,0.0,8.03640257,0.0,"{3: 1, 13: 2, 78: 1}","[3, 13, 78]",31132781,Li1Al2Pt1
LiCo2Si,mp-867293,0.0,6.291582,0.0,"{3: 1, 27: 2, 14: 1}","[3, 14, 27]",31141272,Li1Co2Si1
LiSiNi2,mp-10181,0.0,8.17937719,0.0,"{3: 1, 14: 1, 28: 2}","[3, 14, 28]",31141282,Li1Si1Ni2
LiSiRu2,mp-865838,0.0,7.23842172,0.0,"{3: 1, 14: 1, 44: 2}","[3, 14, 44]",31141442,Li1Si1Ru2
LiSiRh2,mp-867902,0.0,6.90788123,0.0,"{3: 1, 14: 1, 45: 2}","[3, 14, 45]",31141452,Li1Si1Rh2
LiSiPd2,mp-864997,0.0,6.26790772,0.0,"{3: 1, 14: 1, 46: 2}","[3, 14, 46]",31141462,Li1Si1Pd2
LiPm2Si,mp-863697,0.0,3.98909495,0.0,"{3: 1, 61: 2, 14: 1}","[3, 14, 61]",31141612,Li1Pm2Si1
LiSiIr2,mp-865933,0.0,8.48083075,0.0,"{3: 1, 14: 1, 77: 2}","[3, 14, 77]",31141772,Li1Si1Ir2
LiAc2Si,mp-861876,0.0,6.00909695,0.0,"{3: 1, 89: 2, 14: 1}","[3, 14, 89]",31141892,Li1Ac2Si1
LiCaSi2,mp-13916,0.0,4.20375913,0.0,"{3: 1, 20: 1, 14: 2}","[3, 14, 20]",31142201,Li1Ca1Si2
Li(SiRh)2,mp-975044,0.0,7.57822716,0.0,"{3: 1, 14: 2, 45: 2}","[3, 14, 45]",31142452,Li1Si2Rh2
LiCeSi2,mp-1106082,0.0,6.59126829,0.0,"{3: 1, 58: 1, 14: 2}","[3, 14, 58]",31142581,Li1Ce1Si2
LiCa2Si3,mp-20150,0.0,4.46303555,0.0,"{3: 1, 20: 2, 14: 3}","[3, 14, 20]",31143202,Li1Ca2Si3
Sr2LiSi3,mp-15551,0.0,3.93621424,0.0,"{38: 2, 3: 1, 14: 3}","[3, 14, 38]",31143382,Sr2Li1Si3
LiEu2Si3,mp-581678,0.0,4.35588829,0.0,"{3: 1, 63: 2, 14: 3}","[3, 14, 63]",31143632,Li1Eu2Si3
K7LiSi8,mp-3949,1.6927,1.39142849,0.0,"{19: 7, 3: 1, 14: 8}","[3, 14, 19]",31148197,K7Li1Si8
LiP,mp-9588,0.8094999999999999,4.12805224,0.0,"{3: 1, 15: 1}","[3, 15]",31151,Li1P1
LiZnPS4,mp-11175,2.7311999999999994,1.76933536,0.0,"{3: 1, 30: 1, 15: 1, 16: 4}","[3, 15, 16, 30]",31151164301,Li1Zn1P1S4
LiEuPS4,mp-672252,0.15229999999999944,4.38011115,0.0,"{3: 1, 63: 1, 15: 1, 16: 4}","[3, 15, 16, 63]",31151164631,Li1Eu1P1S4
LiCaP,mp-1211088,1.3986999999999998,4.66503179,0.0,"{3: 1, 20: 1, 15: 1}","[3, 15, 20]",31151201,Li1Ca1P1
LiMnP,mp-1176614,0.0,5.09539531,0.0,"{3: 1, 25: 1, 15: 1}","[3, 15, 25]",31151251,Li1Mn1P1
LiZnP,mp-10182,1.3386,3.19037878,0.0,"{3: 1, 30: 1, 15: 1}","[3, 15, 30]",31151301,Li1Zn1P1
SrLiP,mp-13276,1.3430999999999997,2.7438178,0.0,"{38: 1, 3: 1, 15: 1}","[3, 15, 38]",31151381,Sr1Li1P1
LiEuP,mp-1211143,0.0,3.79784407,0.0,"{3: 1, 63: 1, 15: 1}","[3, 15, 63]",31151631,Li1Eu1P1
CsLiU(PS4)2,mp-1204089,0.15300000000000002,3.59778316,0.0,"{55: 1, 3: 1, 92: 1, 15: 2, 16: 8}","[3, 15, 16, 55, 92]",31152168551921,Cs1Li1U1P2S8
Li(NiP)2,mp-8310,0.0,7.18928938,0.0,"{3: 1, 28: 2, 15: 2}","[3, 15, 28]",31152282,Li1Ni2P2
