formula,material_id,band_gap,efermi,energy_above_hull,comp_atoms,sorted_keys_comp_atoms,comp_number,new_formula
Dy3GaNiS7,mp-1191163,0.0,4.9056294,0.04267537013888845,"{66: 3, 31: 1, 28: 1, 16: 7}","[16, 28, 31, 66]",167281311663,Dy3Ga1Ni1S7
Er3GaNiS7,mp-1191780,0.0,4.90641052,0.04675693305555839,"{68: 3, 31: 1, 28: 1, 16: 7}","[16, 28, 31, 68]",167281311683,Er3Ga1Ni1S7
La3InNiS7,mp-1191485,0.0,6.28241914,0.03905454305555711,"{57: 3, 49: 1, 28: 1, 16: 7}","[16, 28, 49, 57]",167281491573,La3In1Ni1S7
La4NiS7,mp-1191491,0.0,5.84869467,0.1542347726388904,"{57: 4, 28: 1, 16: 7}","[16, 28, 57]",167281574,La4Ni1S7
Pr4NiS7,mp-1209934,0.5918000000000005,3.66116582,0.16713209513888838,"{59: 4, 28: 1, 16: 7}","[16, 28, 59]",167281594,Pr4Ni1S7
Nd4NiS7,mp-1210765,0.6435,3.64159526,0.15292336513888838,"{60: 4, 28: 1, 16: 7}","[16, 28, 60]",167281604,Nd4Ni1S7
Sm4NiS7,mp-1191745,0.0,4.19517563,0.17474568040178173,"{62: 4, 28: 1, 16: 7}","[16, 28, 62]",167281624,Sm4Ni1S7
V2NiH6(NO3)2,mp-758378,2.206,-0.51092419,0.07579537823529492,"{23: 2, 28: 1, 1: 6, 7: 2, 8: 6}","[1, 7, 8, 23, 28]",167286232281,V2Ni1H6N2O6
NiH6(NO3)2,mp-1210459,1.8616,-1.56309905,0.7073893266999969,"{28: 1, 1: 6, 7: 2, 8: 6}","[1, 7, 8, 28]",167286281,Ni1H6N2O6
NiH6S2(NO4)2,mp-1211120,0.257,-0.93425402,0.8134142636988377,"{28: 1, 1: 6, 16: 2, 7: 2, 8: 8}","[1, 7, 8, 16, 28]",167288162281,Ni1H6S2N2O8
NiH6(SO6)2,mp-746820,0.0,-2.36439067,0.3636660705952295,"{28: 1, 1: 6, 16: 2, 8: 12}","[1, 8, 16, 28]",16812162281,Ni1H6S2O12
V2NiP2H6O13,mp-1179562,1.9135000000000002,3.21643292,0.009833239375001135,"{23: 2, 28: 1, 15: 2, 1: 6, 8: 13}","[1, 8, 15, 23, 28]",16813152232281,V2Ni1P2H6O13
